cell,cycle_life,charge_policy,cycle,IR,Tavg,Tmin,Tmax,chargetime,QD,lable
19,461,4.4C(55%)-6C,1.0,0.017864123,32.64101596318553,30.334539,34.850071,10.445723333333444,1.0454259,1.0480373
19,461,4.4C(55%)-6C,2.0,0.017928939,32.274543608761334,29.808897,34.573605,10.253801666666792,1.0480373,1.0480293
19,461,4.4C(55%)-6C,3.0,0.018011536,32.07847806044782,30.053253,34.393002,10.384659999999956,1.0480293,1.0490997
19,461,4.4C(55%)-6C,4.0,0.017670782,32.47310277854404,30.322723,34.299545,10.35001999999998,1.0490997,1.0496798
19,461,4.4C(55%)-6C,5.0,0.017613361,32.62886996270928,29.459372,35.859211,10.327843333333295,1.0496798,1.0492859
19,461,4.4C(55%)-6C,6.0,0.017461356,32.47910718849349,30.657457,34.923916,10.350560000000163,1.0492859,1.0494497
19,461,4.4C(55%)-6C,7.0,0.017321244,32.49297838012132,30.553493,34.685139,10.260281666666803,1.0494497,1.0494211
19,461,4.4C(55%)-6C,8.0,0.017378973,32.19282542781161,29.45009,34.089195,10.252356666666795,1.0494211,1.0490589
19,461,4.4C(55%)-6C,9.0,0.017378969,32.031075009063436,30.329714,34.245373,10.284519999999853,1.0490589,1.049107
19,461,4.4C(55%)-6C,10.0,0.017258193,32.084158581009675,29.972055,33.962795,10.35299166666664,1.049107,1.0487089
19,461,4.4C(55%)-6C,11.0,0.017246837,32.04487962338648,30.337317,34.493946,10.255308333333232,1.0487089,1.048761
19,461,4.4C(55%)-6C,12.0,0.017082071,32.09417337712527,30.423979,34.531601,10.371229999999922,1.048761,1.0487111
19,461,4.4C(55%)-6C,13.0,0.017042315,32.15296048654883,30.222998,34.345379,10.28714000000012,1.0487111,1.0486101
19,461,4.4C(55%)-6C,14.0,0.017103778,32.28774344636154,30.485256,34.88372,10.372026666666594,1.0486101,1.0486121
19,461,4.4C(55%)-6C,15.0,0.016967731,32.36771351169818,30.51861,34.83329,10.369991666666708,1.0486121,1.0483627
19,461,4.4C(55%)-6C,16.0,0.016770205,32.473628214010795,29.965704,35.040497,10.358000000000175,1.0483627,1.0480453
19,461,4.4C(55%)-6C,17.0,0.016872924,32.32492215349204,30.155632,35.182472,10.298468333333343,1.0480453,1.0483952
19,461,4.4C(55%)-6C,18.0,0.016759681,32.73149147969922,31.098669,35.181408,10.268100000000171,1.0483952,1.0481906
19,461,4.4C(55%)-6C,19.0,0.016737364,32.60297962669698,30.171621,34.65382,10.355723333333057,1.0481906,1.0477476
19,461,4.4C(55%)-6C,20.0,0.016972397,32.372157662327645,30.775972,35.12505,10.378076666666797,1.0477476,1.0479593
19,461,4.4C(55%)-6C,21.0,0.01670057,32.670476631458925,30.709219,34.851891,10.272268333333098,1.0479593,1.0479947
19,461,4.4C(55%)-6C,22.0,0.016806003,32.53858187878785,29.731491,34.041813,10.346333333333314,1.0479947,1.0473453
19,461,4.4C(55%)-6C,23.0,0.016889511,32.24153899240118,30.24662,34.649612,10.377841666666791,1.0473453,1.0473962
19,461,4.4C(55%)-6C,24.0,0.016758312,32.38971158126939,30.469097,34.579117,10.36416166666701,1.0473962,1.0473266
19,461,4.4C(55%)-6C,25.0,0.016886767,32.071620999236735,29.52965,34.442253,10.369518333333447,1.0473266,1.0469995
19,461,4.4C(55%)-6C,26.0,0.016853407,32.099509317073306,30.333599,34.671814,10.384441666666923,1.0469995,1.0471801
19,461,4.4C(55%)-6C,27.0,0.016718425,32.60474075095498,30.30212,35.310444,10.35479499999977,1.0471801,1.0467929
19,461,4.4C(55%)-6C,28.0,0.016629361,32.57627517269984,30.319357,35.20536,10.257508333333439,1.0467929,1.0467069
19,461,4.4C(55%)-6C,29.0,0.016713457,32.51942672836727,30.836426,35.034336,10.300215000000026,1.0467069,1.0464903
19,461,4.4C(55%)-6C,30.0,0.01667917,32.5964670714823,30.518232,34.510494,10.372783333333306,1.0464903,1.045921
19,461,4.4C(55%)-6C,31.0,0.016844094,32.10269124107137,29.926229,34.653831,10.373354999999963,1.045921,1.0461137
