cell,cycle_life,charge_policy,cycle,IR,Tavg,Tmin,Tmax,chargetime,QD,lable
29,498,4.9C(69%)-4.25C,1.0,0.017143238,33.41938307679322,30.781199,37.575756,10.18139333333335,1.0699197,1.0725043
29,498,4.9C(69%)-4.25C,2.0,0.017144648,33.048010392040645,30.098085,37.012123,10.097871666666713,1.0725043,1.0740113
29,498,4.9C(69%)-4.25C,3.0,0.017125197,33.330041861781865,30.551487,37.6395,10.181245000000006,1.0740113,1.0743943
29,498,4.9C(69%)-4.25C,4.0,0.0170254,33.50914103842876,30.803997,37.795395,10.098283333333287,1.0743943,1.0746225
29,498,4.9C(69%)-4.25C,5.0,0.016981995,33.342076506722634,30.606911,37.425266,10.097658333333433,1.0746225,1.0751919
29,498,4.9C(69%)-4.25C,6.0,0.01699084,33.43699025379432,30.745941,37.589333,10.097846666666737,1.0751919,1.0756115
29,498,4.9C(69%)-4.25C,7.0,0.01692583,33.53113105303036,30.732454,37.794746,10.097815000000022,1.0756115,1.0753247
29,498,4.9C(69%)-4.25C,8.0,0.017075118,32.955954189143334,30.139469,37.147488,10.181685000000046,1.0753247,1.0758957
29,498,4.9C(69%)-4.25C,9.0,0.016989624,33.28125929620032,30.447144,37.504112,10.18119333333331,1.0758957,1.0762185
29,498,4.9C(69%)-4.25C,10.0,0.016923536,33.25332852825546,30.573275,37.177448,10.097889999999946,1.0762185,1.0760227
29,498,4.9C(69%)-4.25C,11.0,0.017064324,33.00852548590384,30.201004,37.126675,10.097811666666773,1.0760227,1.0765954
29,498,4.9C(69%)-4.25C,12.0,0.016965687,33.1886558697124,30.234175,37.162544,10.181261666666735,1.0765954,1.0768864
29,498,4.9C(69%)-4.25C,13.0,0.016930262,33.31606857779636,30.392757,37.252258,10.098379999999937,1.0768864,1.0768394
29,498,4.9C(69%)-4.25C,14.0,0.016983652,33.19295331829779,30.380527,37.297661,10.09781166666653,1.0768394,1.0771252
29,498,4.9C(69%)-4.25C,15.0,0.016934887,33.41307626360552,30.664289,37.386566,10.097936666666646,1.0771252,1.0772126
29,498,4.9C(69%)-4.25C,16.0,0.016941605,33.294293285475824,30.397316,37.106293,10.097776666666809,1.0772126,1.0772059
29,498,4.9C(69%)-4.25C,17.0,0.016991433,33.379704754251755,30.667433,37.620029,10.097779999999814,1.0772059,1.077522
29,498,4.9C(69%)-4.25C,18.0,0.016874265,33.661266450127854,30.799252,37.876892,10.097980000000097,1.077522,1.0773381
29,498,4.9C(69%)-4.25C,19.0,0.016844191,33.362548810212694,30.35257,37.323837,10.180888333333133,1.0773381,1.077634
29,498,4.9C(69%)-4.25C,20.0,0.016926682,33.5011048577478,30.674234,37.780888,10.09782000000026,1.077634,1.0780132
29,498,4.9C(69%)-4.25C,21.0,0.016843941,33.74290136363647,30.920906,38.176014,10.097818333333514,1.0780132,1.0777264
29,498,4.9C(69%)-4.25C,22.0,0.016912729,33.30530586915078,30.392046,37.378677,10.181446666666307,1.0777264,1.077733
29,498,4.9C(69%)-4.25C,23.0,0.01697682,33.299737510674554,30.594233,37.725246,10.097928333333403,1.077733,1.0779768
29,498,4.9C(69%)-4.25C,24.0,0.016876906,33.4780404219408,30.646685,37.822845,10.098009999999583,1.0779768,1.0775849
29,498,4.9C(69%)-4.25C,25.0,0.016948519,33.07719586348407,30.147356,37.292267,10.097859999999734,1.0775849,1.0780925
29,498,4.9C(69%)-4.25C,26.0,0.016915733,33.419660241666634,30.761749,37.823315,10.181416666666822,1.0780925,1.078277
29,498,4.9C(69%)-4.25C,27.0,0.016837668,33.62445953728809,31.123215,37.763851,10.097766666666333,1.078277,1.0779268
29,498,4.9C(69%)-4.25C,28.0,0.016957415,33.28194287855946,30.383543,37.607357,10.181231666666282,1.0779268,1.0783483
29,498,4.9C(69%)-4.25C,29.0,0.016901109,33.5887331920474,30.880707,38.01371,10.098060000000016,1.0783483,1.0784181
29,498,4.9C(69%)-4.25C,30.0,0.016874047,33.50545028148777,30.966164,37.53252,10.181431666666564,1.0784181,1.0780286
29,498,4.9C(69%)-4.25C,31.0,0.01709458,33.14515542195544,30.458086,37.603546,10.181108333333395,1.0780286,1.0782835
29,498,4.9C(69%)-4.25C,32.0,0.016945159,33.43782750342464,30.706345,37.550388,10.181380000000354,1.0782835,1.0784762
29,498,4.9C(69%)-4.25C,33.0,0.016971326,33.27479306689247,30.33173,37.215954,10.1814433333333,1.0784762,1.0782794
29,498,4.9C(69%)-4.25C,34.0,0.017084291,33.13115384112142,30.472725,37.339054,10.181244999999763,1.0782794,1.0785064
29,498,4.9C(69%)-4.25C,35.0,0.017053565,33.324350906034454,30.214172,37.537746,10.098056666667011,1.0785064,1.0785205
29,498,4.9C(69%)-4.25C,36.0,0.017000452,33.13149237157099,30.02223,37.128128,10.18171000000002,1.0785205,1.0786949
29,498,4.9C(69%)-4.25C,37.0,0.017039808,33.35326562333328,30.568375,37.780903,10.097810000000269,1.0786949,1.0790261
29,498,4.9C(69%)-4.25C,38.0,0.01691696,33.69421901175487,30.686283,38.252934,10.097611666666731,1.0790261,1.0787888
29,498,4.9C(69%)-4.25C,39.0,0.016855923,33.478049255336586,30.730366,37.828358,10.18151333333323,1.0787888,1.0788404
29,498,4.9C(69%)-4.25C,40.0,0.016928067,33.61029473946031,30.964712,38.114414,10.181253333333492,1.0788404,1.0789772
29,498,4.9C(69%)-4.25C,41.0,0.016844675,33.827491034109926,31.296963,37.898586,10.18155333333319,1.0789772,1.0785637
29,498,4.9C(69%)-4.25C,42.0,0.017017623,33.37985267893832,30.462429,37.720272,10.181298333333205,1.0785637,1.0788754
29,498,4.9C(69%)-4.25C,43.0,0.016959388,33.64988372651708,30.8743,37.969734,10.181243333333017,1.0788754,1.0790966
29,498,4.9C(69%)-4.25C,44.0,0.016928887,33.843953583747904,30.853777,38.418877,10.098036666666546,1.0790966,1.0786086
29,498,4.9C(69%)-4.25C,45.0,0.017096089,33.3049897672269,30.335091,37.867035,10.181381666666615,1.0786086,1.0789906
29,498,4.9C(69%)-4.25C,46.0,0.016979106,33.646624740617185,30.769361,38.238857,10.097970000000108,1.0789906,1.0791485
29,498,4.9C(69%)-4.25C,47.0,0.0168963,33.73182766356713,30.971428,38.356033,10.09811666666695,1.0791485,1.0784687
29,498,4.9C(69%)-4.25C,48.0,0.017128009,33.14153504128812,30.161531,37.748447,10.0981283333332,1.0784687,1.0789117
29,498,4.9C(69%)-4.25C,49.0,0.017028138,33.4707885244004,30.457363,37.98333,10.181415000000076,1.0789117,1.0790801
29,498,4.9C(69%)-4.25C,50.0,0.016977483,33.432206617866086,30.414293,37.604527,10.181446666666307,1.0790801,1.078729
29,498,4.9C(69%)-4.25C,51.0,0.017107073,33.26299076286919,30.566286,37.905788,10.09799499999984,1.078729,1.0790319
29,498,4.9C(69%)-4.25C,52.0,0.016982874,33.554785407563074,30.739233,37.801361,10.09817666666689,1.0790319,1.0791355
29,498,4.9C(69%)-4.25C,53.0,0.017063076,33.52951515601034,30.520746,37.874363,10.181351666666645,1.0791355,1.0788271
29,498,4.9C(69%)-4.25C,54.0,0.017121978,33.35590977460053,30.571266,38.09845,10.181344999999661,1.0788271,1.0790955
29,498,4.9C(69%)-4.25C,55.0,0.016985482,33.69009601769162,30.863443,38.224598,10.097993333333095,1.0790955,1.0789634
29,498,4.9C(69%)-4.25C,56.0,0.016958607,33.43428362261014,30.464363,37.545273,10.181571666667393,1.0789634,1.0788879
29,498,4.9C(69%)-4.25C,57.0,0.017142689,33.26719913322085,30.40723,37.921715,10.181231666665797,1.0788879,1.0790948
29,498,4.9C(69%)-4.25C,58.0,0.017069092,33.53457022928871,30.143047,38.406494,10.181459999999303,1.0790948,1.0787392
29,498,4.9C(69%)-4.25C,59.0,0.017023552,33.16081713755283,30.153831,37.674679,10.181674999999814,1.0787392,1.0790167
29,498,4.9C(69%)-4.25C,60.0,0.017093727,33.317497951679016,30.414001,37.997589,10.181315000000177,1.0790167,1.0792072
29,498,4.9C(69%)-4.25C,61.0,0.017021986,33.636024283569604,30.738682,38.323753,10.181723333333503,1.0792072,1.0788153
