cell,cycle_life,charge_policy,cycle,IR,Tavg,Tmin,Tmax,chargetime,QD,lable
40,499,5.6C(5%)-4.75C,1.0,0.017504752,33.37219465955706,30.808178,37.732674,10.097090000000026,1.0735563,1.0765519
40,499,5.6C(5%)-4.75C,2.0,0.017582053,32.717127059364586,29.524549,37.037674,10.18111666666664,1.0765519,1.0788745
40,499,5.6C(5%)-4.75C,3.0,0.017494036,33.16016119917357,30.466663,37.854572,10.097971666666611,1.0788745,1.0798837
40,499,5.6C(5%)-4.75C,4.0,0.017269,33.413821783739884,30.880749,37.897556,10.182131666666585,1.0798837,1.0799356
40,499,5.6C(5%)-4.75C,5.0,0.017393531,32.949286707781425,30.103458,37.242374,10.098676666666627,1.0799356,1.0807095
40,499,5.6C(5%)-4.75C,6.0,0.017334096,33.317373053800246,30.521364,37.778999,10.098020000000057,1.0807095,1.0812775
40,499,5.6C(5%)-4.75C,7.0,0.017171821,33.49110785667476,30.777161,38.073326,10.181170000000082,1.0812775,1.0805012
40,499,5.6C(5%)-4.75C,8.0,0.017425776,32.64593532448126,29.682249,37.176289,10.098276666666788,1.0805012,1.0812676
40,499,5.6C(5%)-4.75C,9.0,0.017310483,33.115112069689296,30.352583,37.696579,10.181411666666584,1.0812676,1.0816238
40,499,5.6C(5%)-4.75C,10.0,0.017177187,33.068845805995025,30.63331,37.077927,10.182328333333377,1.0816238,1.0811578
40,499,5.6C(5%)-4.75C,11.0,0.017464252,32.62768204219402,29.676373,37.172802,10.098808333333242,1.0811578,1.0818485
40,499,5.6C(5%)-4.75C,12.0,0.017248031,33.068010595028134,30.093121,37.330841,10.0985149999998,1.0818485,1.0822717
40,499,5.6C(5%)-4.75C,13.0,0.017221268,33.092695776577955,30.249895,37.144176,10.182341666666616,1.0822717,1.0818561
40,499,5.6C(5%)-4.75C,14.0,0.017360436,32.85099340648375,30.002815,37.468987,10.181966666666751,1.0818561,1.0820976
40,499,5.6C(5%)-4.75C,15.0,0.017228156,33.34214383703713,30.402166,37.730389,10.099024999999772,1.0820976,1.0823082
40,499,5.6C(5%)-4.75C,16.0,0.017195577,33.00778981574676,29.855202,37.21487,10.182288333333174,1.0823082,1.0822932
40,499,5.6C(5%)-4.75C,17.0,0.017353473,33.106107759106045,30.357012,37.750618,10.099078333333212,1.0822932,1.0827526
40,499,5.6C(5%)-4.75C,18.0,0.017166162,33.68630669041774,30.722052,38.282207,10.098623333333428,1.0827526,1.0820101
40,499,5.6C(5%)-4.75C,19.0,0.017052768,33.0300491295379,29.770027,37.804066,10.181743333333483,1.0820101,1.0825531
40,499,5.6C(5%)-4.75C,20.0,0.017229721,33.324114487489844,30.532026,38.09951,10.098421666666885,1.0825531,1.0829241
40,499,5.6C(5%)-4.75C,21.0,0.017100152,33.74954038595044,31.117311,38.326553,10.181524999999965,1.0829241,1.0821995
40,499,5.6C(5%)-4.75C,22.0,0.017142091,32.99050150372202,29.976734,37.402821,10.182140000000071,1.0821995,1.0824119
40,499,5.6C(5%)-4.75C,23.0,0.01724943,33.129802319131045,30.372368,37.830696,10.182008333333458,1.0824119,1.0826508
40,499,5.6C(5%)-4.75C,24.0,0.017097151,33.43519481907896,30.643141,37.985168,10.09816833333316,1.0826508,1.0818471
40,499,5.6C(5%)-4.75C,25.0,0.017294822,32.791147254590875,29.615347,37.346714,10.182301666666657,1.0818471,1.0826379
40,499,5.6C(5%)-4.75C,26.0,0.01716209,33.32239700741362,30.77552,37.949989,10.098915000000368,1.0826379,1.082816
40,499,5.6C(5%)-4.75C,27.0,0.01708704,33.59674982539685,31.023258,37.993744,10.18189999999983,1.082816,1.0821142
40,499,5.6C(5%)-4.75C,28.0,0.017300537,33.01268528971189,29.965479,37.658646,10.098089999999987,1.0821142,1.0827899
40,499,5.6C(5%)-4.75C,29.0,0.017116403,33.563440030130344,30.837837,38.162254,10.097883333333206,1.0827899,1.0827922
40,499,5.6C(5%)-4.75C,30.0,0.017106008,33.444922550406616,31.134109,37.497826,10.09823166666659,1.0827922,1.0821223
40,499,5.6C(5%)-4.75C,31.0,0.017401669,32.881552537562634,30.124619,37.707512,10.099018333333273,1.0821223,1.0827634
40,499,5.6C(5%)-4.75C,32.0,0.017189888,33.416075644222765,30.471142,37.906277,10.098249999999826,1.0827634,1.0827544
40,499,5.6C(5%)-4.75C,33.0,0.017244529,33.129331572390555,30.194387,37.166843,10.097975000000345,1.0827544,1.0823488
40,499,5.6C(5%)-4.75C,34.0,0.017388539,32.91937607101571,30.116297,37.609406,10.098824999999973,1.0823488,1.0827477
40,499,5.6C(5%)-4.75C,35.0,0.017318565,33.201256607204165,29.960434,37.983505,10.099151666666634,1.0827477,1.0824714
40,499,5.6C(5%)-4.75C,36.0,0.01715388,32.77177041186293,29.541241,37.234161,10.098581666666723,1.0824714,1.0826852
