cell,cycle_life,charge_policy,cycle,IR,Tavg,Tmin,Tmax,chargetime,QD,lable
46,429,6C(52%)-3.5C,1.0,0.017926272,31.993507845291496,29.683649,35.715618,10.096875,1.0683196,1.0726138
46,429,6C(52%)-3.5C,2.0,0.017752018,32.25314478707779,29.949743,36.205387,10.096783333333345,1.0726138,1.0743216
46,429,6C(52%)-3.5C,3.0,0.017708456,32.35320185222386,29.962498,36.162289,10.17993499999987,1.0743216,1.0750836
46,429,6C(52%)-3.5C,4.0,0.017675394,32.272699627071916,29.994347,35.996361,10.180715000000054,1.0750836,1.0759063
46,429,6C(52%)-3.5C,5.0,0.017683174,32.414599277366875,30.044331,36.068115,10.18053,1.0759063,1.0763136
46,429,6C(52%)-3.5C,6.0,0.017670158,32.28099265328473,29.764709,36.004951,10.096623333333264,1.0763136,1.0765791
46,429,6C(52%)-3.5C,7.0,0.017687304,32.102407206844155,29.767647,35.845795,10.180435000000095,1.0765791,1.0769156
46,429,6C(52%)-3.5C,8.0,0.017626852,32.13529840280858,29.785152,36.054295,10.096981666666883,1.0769156,1.0770938
46,429,6C(52%)-3.5C,9.0,0.017635703,32.05631155615809,29.668882,35.938229,10.097046666666575,1.0770938,1.0772098
46,429,6C(52%)-3.5C,10.0,0.01762801,32.05993704898911,29.771893,36.039101,10.097139999999975,1.0772098,1.0775862
46,429,6C(52%)-3.5C,11.0,0.017633144,32.16457854891306,29.58659,36.02634,10.09722166666664,1.0775862,1.077744
46,429,6C(52%)-3.5C,12.0,0.017664768,32.08243030351681,29.392328,35.978031,10.096796666666826,1.077744,1.0780275
46,429,6C(52%)-3.5C,13.0,0.017606614,32.186557633962096,29.774094,36.359142,10.180064999999983,1.0780275,1.0781708
46,429,6C(52%)-3.5C,14.0,0.017607287,32.306085152456674,29.84288,36.233368,10.096556666666583,1.0781708,1.0782464
46,429,6C(52%)-3.5C,15.0,0.017609181,32.289370886121,29.788908,36.389217,10.096503333333384,1.0782464,1.0785023
46,429,6C(52%)-3.5C,16.0,0.017561093,32.36951527603079,30.025223,36.444786,10.180268333333759,1.0785023,1.0785329
46,429,6C(52%)-3.5C,17.0,0.01758571,32.359534133144436,29.826019,36.340031,10.180154999999893,1.0785329,1.0785908
46,429,6C(52%)-3.5C,18.0,0.017618217,32.33371323618093,29.876226,36.482227,10.1801833333336,1.0785908,1.0786543
46,429,6C(52%)-3.5C,19.0,0.017551575,32.29979601179934,30.036209,36.340672,10.096713333333415,1.0786543,1.0787399
46,429,6C(52%)-3.5C,20.0,0.017638033,32.37384727461144,29.799292,36.29945,10.096406666666734,1.0787399,1.0786786
46,429,6C(52%)-3.5C,21.0,0.017595688,32.28561724312265,29.949278,36.143089,10.180078333333464,1.0786786,1.0788608
46,429,6C(52%)-3.5C,22.0,0.017558083,32.456195098924724,30.105095,36.379452,10.09695499999992,1.0788608,1.0788493
46,429,6C(52%)-3.5C,23.0,0.017621065,32.282951402315526,29.79472,36.225735,10.180194999999852,1.0788493,1.0788157
46,429,6C(52%)-3.5C,24.0,0.017657425,32.098851863565855,29.591341,35.895058,10.180398333333626,1.0788157,1.079004
46,429,6C(52%)-3.5C,25.0,0.017660368,32.178067561178224,29.694748,36.129944,10.17979333333351,1.079004,1.0789427
46,429,6C(52%)-3.5C,26.0,0.017678592,32.097049358044174,29.643234,36.110592,10.096858333333511,1.0789427,1.078987
46,429,6C(52%)-3.5C,27.0,0.017729364,32.20194642036368,29.602964,36.111809,10.180035000000013,1.078987,1.0792722
46,429,6C(52%)-3.5C,28.0,0.017637786,32.37588447813183,29.928053,36.400066,10.179885000000164,1.0792722,1.0792689
46,429,6C(52%)-3.5C,29.0,0.017645173,32.267856358377266,29.874037,36.365505,10.096863333333749,1.0792689,1.0791322
46,429,6C(52%)-3.5C,30.0,0.017667703,32.173743414940795,29.798199,36.314655,10.180525000000005,1.0791322,1.0792506
46,429,6C(52%)-3.5C,31.0,0.017709164,32.2653338318864,29.754364,36.297283,10.09700833333336,1.0792506,1.0793028
46,429,6C(52%)-3.5C,32.0,0.017743872,32.13043781545743,29.506435,36.376312,10.096745000000132,1.0793028,1.079291
46,429,6C(52%)-3.5C,33.0,0.01772169,32.12532247189243,29.762794,36.451248,10.179911666666642,1.079291,1.0793561
46,429,6C(52%)-3.5C,34.0,0.017693557,32.18314768500794,29.479948,36.426849,10.180248333333292,1.0793561,1.079478
46,429,6C(52%)-3.5C,35.0,0.017700348,32.118089176282005,29.694765,36.634628,10.097115000000242,1.079478,1.0794764
46,429,6C(52%)-3.5C,36.0,0.017651649,32.16557130690739,29.736958,36.569782,10.096806666666817,1.0794764,1.0795783
46,429,6C(52%)-3.5C,37.0,0.017726805,32.3053911817479,29.739655,36.633224,10.179953333333348,1.0795783,1.0796385
46,429,6C(52%)-3.5C,38.0,0.017684482,32.33585297503671,29.995159,36.706879,10.180179999999625,1.0796385,1.0797004
46,429,6C(52%)-3.5C,39.0,0.017673837,32.363541982076114,30.052814,36.608124,10.096541666666841,1.0797004,1.0796462
46,429,6C(52%)-3.5C,40.0,0.017705882,32.3425651937815,29.890205,36.435322,10.096826666666797,1.0796462,1.0796427
46,429,6C(52%)-3.5C,41.0,0.017778095,32.231148054640784,29.573057,36.373455,10.18035499999969,1.0796427,1.0797952
46,429,6C(52%)-3.5C,42.0,0.017767943,32.410428860601606,29.836233,36.604713,10.180618333333404,1.0797952,1.0797124
46,429,6C(52%)-3.5C,43.0,0.01775399,32.31032419162999,29.698231,36.630512,10.097248333333118,1.0797124,1.0796756
46,429,6C(52%)-3.5C,44.0,0.017758856,32.30661411010563,29.78381,36.713394,10.096461666666922,1.0796756,1.0797867
46,429,6C(52%)-3.5C,45.0,0.017726444,32.45281346508186,29.919485,36.815456,10.180164999999882,1.0797867,1.079692
46,429,6C(52%)-3.5C,46.0,0.017736236,32.241586133382995,29.841436,36.798985,10.096608333333279,1.079692,1.0795276
46,429,6C(52%)-3.5C,47.0,0.017769644,32.24050953674125,29.839096,36.377003,10.096598333333288,1.0795276,1.0796961
46,429,6C(52%)-3.5C,48.0,0.01774794,32.32752074384611,29.659872,36.727825,10.096659999999975,1.0796961,1.0796409
46,429,6C(52%)-3.5C,49.0,0.017811337,32.0600108334668,29.473537,36.630619,10.179768333333293,1.0796409,1.0796571
46,429,6C(52%)-3.5C,50.0,0.017796151,32.14004555073588,29.717546,36.742126,10.180261666666775,1.0796571,1.0798419
46,429,6C(52%)-3.5C,51.0,0.017775759,32.37918872633892,29.60128,36.600418,10.096620000000014,1.0798419,1.0798414
46,429,6C(52%)-3.5C,52.0,0.017848063,32.31848602023128,29.499762,36.771423,10.09690499999997,1.0798414,1.0798292
46,429,6C(52%)-3.5C,53.0,0.017782191,32.29895510432937,30.007736,36.872784,10.097085000000273,1.0798292,1.0798032
46,429,6C(52%)-3.5C,54.0,0.01779169,32.333803381343344,29.740667,36.717209,10.096971666666407,1.0798032,1.07965
46,429,6C(52%)-3.5C,55.0,0.017845171,32.18782652500002,29.571165,36.656162,10.096279999999872,1.07965,1.0797601
46,429,6C(52%)-3.5C,56.0,0.017872702,32.146076955810145,29.532381,36.762875,10.179916666667365,1.0797601,1.0797741
46,429,6C(52%)-3.5C,57.0,0.017812964,32.168843155834,29.516872,36.8339,10.096789999999844,1.0797741,1.0796458
46,429,6C(52%)-3.5C,58.0,0.017819855,32.086486191283264,29.724499,36.840534,10.096973333333153,1.0796458,1.0797385
46,429,6C(52%)-3.5C,59.0,0.017835736,32.202997836507905,29.766636,36.735672,10.097019999999127,1.0797385,1.0797503
46,429,6C(52%)-3.5C,60.0,0.017874848,32.13827372580645,29.327559,36.5788,10.09649999999965,1.0797503,1.0798105
46,429,6C(52%)-3.5C,61.0,0.01788255,32.145080216025185,29.565456,36.850857,10.096553333333578,1.0798105,1.0799755
46,429,6C(52%)-3.5C,62.0,0.01780118,32.280915453506104,29.760416,36.896076,10.096791666666588,1.0799755,1.0799433
46,429,6C(52%)-3.5C,63.0,0.017878557,32.34783865851853,29.601526,36.997158,10.096575000000303,1.0799433,1.0799019
46,429,6C(52%)-3.5C,64.0,0.017840041,32.3184605195196,29.820469,37.164921,10.180341666666209,1.0799019,1.0799154
46,429,6C(52%)-3.5C,65.0,0.017849267,32.36872748441054,29.824926,37.063271,10.09655999999959,1.0799154,1.0798248
46,429,6C(52%)-3.5C,66.0,0.017886236,32.361937615615645,29.640757,36.883369,10.096450000000186,1.0798248,1.079771
