cell,cycle_life,charge_policy,cycle,IR,Tavg,Tmin,Tmax,chargetime,QD,lable
20,502,4.4C(8%)-4.85C,1.0,0.017673973,32.42917912037833,30.369968,36.478363,10.181293333333208,1.0786781,1.0831043
20,502,4.4C(8%)-4.85C,2.0,0.017545482,32.580700229855815,30.26903,36.383938,10.181119999999888,1.0831043,1.0847358
20,502,4.4C(8%)-4.85C,3.0,0.017566796,32.69805167681891,30.320429,36.411915,10.18142333333332,1.0847358,1.0857648
20,502,4.4C(8%)-4.85C,4.0,0.017554577,32.73568762446895,30.525494,36.993279,10.1812966666667,1.0857648,1.0864058
20,502,4.4C(8%)-4.85C,5.0,0.017187012,32.92456201725633,30.494513,36.623859,10.098121666666703,1.0864058,1.0864428
20,502,4.4C(8%)-4.85C,6.0,0.017460937,32.606351621392186,30.475214,36.183403,10.097703333333387,1.0864428,1.0868965
20,502,4.4C(8%)-4.85C,7.0,0.01752728,32.58700498001661,30.164232,37.303005,10.098089999999987,1.0868965,1.0868967
20,502,4.4C(8%)-4.85C,8.0,0.017468249,32.5206460500864,30.256578,36.00423,10.098075000000001,1.0868967,1.0870633
20,502,4.4C(8%)-4.85C,9.0,0.017538613,32.35692801693477,29.988585,36.101837,10.181360000000131,1.0870633,1.0873606
20,502,4.4C(8%)-4.85C,10.0,0.01750776,32.41125878759554,30.158155,36.193401,10.181284999999965,1.0873606,1.0872135
20,502,4.4C(8%)-4.85C,11.0,0.017502192,32.46453421119595,30.20018,35.70541,10.098008333333322,1.0872135,1.087346
20,502,4.4C(8%)-4.85C,12.0,0.017573519,32.23755619555934,29.585344,35.486794,10.181338333333164,1.087346,1.0879023
20,502,4.4C(8%)-4.85C,13.0,0.01760306,32.71923998656592,30.076525,36.495598,10.181288333333214,1.0879023,1.0878379
20,502,4.4C(8%)-4.85C,14.0,0.017409649,32.74767771718884,30.449078,36.081921,10.18137333333337,1.0878379,1.0879164
20,502,4.4C(8%)-4.85C,15.0,0.017474383,32.62432505767594,30.218721,35.72554,10.18142333333332,1.0879164,1.0885669
20,502,4.4C(8%)-4.85C,16.0,0.017613497,32.9043027218046,30.222672,35.994789,10.097931666666408,1.0885669,1.0882844
20,502,4.4C(8%)-4.85C,17.0,0.01740885,32.83630146443523,30.618113,36.226425,10.181568333333416,1.0882844,1.0885482
20,502,4.4C(8%)-4.85C,18.0,0.0174447,32.77179391869236,30.210646,36.451416,10.098179999999896,1.0885482,1.0888139
20,502,4.4C(8%)-4.85C,19.0,0.017399404,32.87466919425679,30.814735,36.482693,10.181371666666625,1.0888139,1.0886576
20,502,4.4C(8%)-4.85C,20.0,0.017378103,32.73499613350343,30.44849,36.353199,10.098430000000128,1.0886576,1.0888681
20,502,4.4C(8%)-4.85C,21.0,0.017395886,32.75269227264954,30.365192,37.033718,10.18154500000043,1.0888681,1.089118
20,502,4.4C(8%)-4.85C,22.0,0.017302295,32.73199134683538,30.195694,36.795586,10.181271666666726,1.089118,1.0887387
20,502,4.4C(8%)-4.85C,23.0,0.017430622,32.5385114290457,30.436543,36.334026,10.098185000000134,1.0887387,1.088564
20,502,4.4C(8%)-4.85C,24.0,0.017410722,32.36607132816545,30.209076,36.234688,10.098423333333631,1.088564,1.0886016
20,502,4.4C(8%)-4.85C,25.0,0.017257597,32.446283887678156,30.422903,36.199955,10.098265000000053,1.0886016,1.0886298
20,502,4.4C(8%)-4.85C,26.0,0.017398296,32.475627740495895,30.576998,36.493778,10.181755000000217,1.0886298,1.0886497
20,502,4.4C(8%)-4.85C,27.0,0.017314602,32.68039348659966,30.740526,36.821972,10.181365000000126,1.0886497,1.0888509
20,502,4.4C(8%)-4.85C,28.0,0.017284879,32.802519927731105,30.550219,36.368763,10.098068333333746,1.0888509,1.0889319
20,502,4.4C(8%)-4.85C,29.0,0.017428419,32.68307095889265,30.553333,36.592342,10.098023333333549,1.0889319,1.088836
20,502,4.4C(8%)-4.85C,30.0,0.017386219,32.67539433696558,30.538534,36.717365,10.18131999999993,1.088836,1.0886688
20,502,4.4C(8%)-4.85C,31.0,0.017459407,32.5201323024432,30.470089,36.127846,10.181451666667028,1.0886688,1.0885298
20,502,4.4C(8%)-4.85C,32.0,0.017484764,32.33611780270956,30.098761,35.708603,10.181666666666569,1.0885298,1.0888534
20,502,4.4C(8%)-4.85C,33.0,0.017652113,32.49273101437027,29.668356,36.129864,10.097943333333145,1.0888534,1.0884567
20,502,4.4C(8%)-4.85C,34.0,0.017533753,32.32641707485282,29.946552,35.503284,10.18124000000001,1.0884567,1.0887227
20,502,4.4C(8%)-4.85C,35.0,0.017713943,32.30825491546913,29.268984,35.889526,10.098358333333454,1.0887227,1.0891314
20,502,4.4C(8%)-4.85C,36.0,0.017602038,32.44377852356468,29.836796,35.962639,10.098183333333388,1.0891314,1.088917
20,502,4.4C(8%)-4.85C,37.0,0.017467057,32.61874788973705,30.202936,36.296879,10.181678333333306,1.088917,1.0893227
20,502,4.4C(8%)-4.85C,38.0,0.017452756,32.70991999570806,29.966112,37.209164,10.181411666667069,1.0893227,1.0894939
20,502,4.4C(8%)-4.85C,39.0,0.017116761,32.89801175063404,30.123476,36.994747,10.097928333333403,1.0894939,1.0891728
20,502,4.4C(8%)-4.85C,40.0,0.017280277,32.78713947206011,30.840954,36.833263,10.098970000000069,1.0891728,1.0887498
20,502,4.4C(8%)-4.85C,41.0,0.017234679,32.73712182367551,30.613634,35.993256,10.097993333333095,1.0887498,1.0890381
20,502,4.4C(8%)-4.85C,42.0,0.017308393,32.885688404861824,30.831123,36.522556,10.098051666666773,1.0890381,1.0887842
20,502,4.4C(8%)-4.85C,43.0,0.017390681,32.66382148583324,30.487591,36.320293,10.181304999999702,1.0887842,1.0890179
20,502,4.4C(8%)-4.85C,44.0,0.017468628,32.784168602399376,30.053535,37.083717,10.181623333333603,1.0890179,1.0890168
20,502,4.4C(8%)-4.85C,45.0,0.017390894,32.81038656175972,30.340975,36.671864,10.097968333333363,1.0890168,1.0889031
20,502,4.4C(8%)-4.85C,46.0,0.017411511,32.72169750083475,30.300098,37.007572,10.097988333333342,1.0889031,1.0889553
20,502,4.4C(8%)-4.85C,47.0,0.017290169,32.77083840270719,30.450092,38.40601,10.09823833333309,1.0889553,1.0886058
20,502,4.4C(8%)-4.85C,48.0,0.01737654,32.461241728270096,30.086088,36.298889,10.098133333333438,1.0886058,1.0886567
20,502,4.4C(8%)-4.85C,49.0,0.017518809,32.32250221428575,29.82423,36.432407,10.098179999999896,1.0886567,1.0889708
20,502,4.4C(8%)-4.85C,50.0,0.017468857,32.497939782535674,29.794441,36.586956,10.181348333333153,1.0889708,1.0887312
20,502,4.4C(8%)-4.85C,51.0,0.017411431,32.63672963628536,30.431396,36.425991,10.18142333333332,1.0887312,1.0886837
20,502,4.4C(8%)-4.85C,52.0,0.017472697,32.493856021648675,29.888575,36.274712,10.097806666666292,1.0886837,1.0891879
20,502,4.4C(8%)-4.85C,53.0,0.017578091,32.801750544229144,30.290216,37.371414,10.18140166666611,1.0891879,1.0886478
20,502,4.4C(8%)-4.85C,54.0,0.017405983,32.59023638611352,30.356262,36.715847,10.098133333333923,1.0886478,1.0885504
20,502,4.4C(8%)-4.85C,55.0,0.017437715,32.47272201668053,30.356081,36.646782,10.098125000000193,1.0885504,1.088715
20,502,4.4C(8%)-4.85C,56.0,0.017416928,32.52486314154099,30.169062,36.315605,10.098056666666526,1.088715,1.0883992
20,502,4.4C(8%)-4.85C,57.0,0.017546378,32.34142655369123,29.744053,36.536568,10.181411666666584,1.0883992,1.0885844
20,502,4.4C(8%)-4.85C,58.0,0.017530261,32.30579078498294,29.885109,37.486111,10.098109999999481,1.0885844,1.0883614
20,502,4.4C(8%)-4.85C,59.0,0.017267464,32.37480642575107,29.977556,36.572517,10.18158500000039,1.0883614,1.0883958
20,502,4.4C(8%)-4.85C,60.0,0.01751418,32.27396345204346,29.68178,36.55476,10.098041666666782,1.0883958,1.0885586
20,502,4.4C(8%)-4.85C,61.0,0.01741164,32.47538170236086,30.286152,37.084366,10.181346666667377,1.0885586,1.0887989
20,502,4.4C(8%)-4.85C,62.0,0.01731443,32.66121144105177,30.424105,36.838943,10.098199999999876,1.0887989,1.0885094
20,502,4.4C(8%)-4.85C,63.0,0.017460125,32.44022321239679,30.099955,36.723526,10.181356666666883,1.0885094,1.0885741
20,502,4.4C(8%)-4.85C,64.0,0.01740732,32.553757720403034,30.419966,37.54509,10.098079999999998,1.0885741,1.0885669
20,502,4.4C(8%)-4.85C,65.0,0.017320173,32.72345677069538,30.352705,37.147827,10.181236666667003,1.0885669,1.0882971
20,502,4.4C(8%)-4.85C,66.0,0.017376227,32.65992089318766,30.605003,36.850666,10.181063333333197,1.0882971,1.0882825
20,502,4.4C(8%)-4.85C,67.0,0.017307714,32.77908912394605,30.44293,37.173477,10.098033333334024,1.0882825,1.0882913
