N,batch_size,epochs,mse,mape
64,8,30,0.08503188722965825,43.8147857470019
64,8,50,0.04741054396088465,43.846728090511675
64,8,75,0.01565645645145496,15.94769060809801
64,8,100,0.14350838807680136,142.25522148418847
64,8,150,0.015078532313183391,14.94775692088183
64,8,200,0.047910337736751234,60.68770830743907
64,16,30,0.0847273890851224,31.967337581077672
64,16,50,0.09074245897167965,95.77187948940666
64,16,75,0.06035461263446595,43.302259295450376
64,16,100,0.06428422081475905,54.36853805834914
64,16,150,0.1210135798278388,118.26832090287654
64,16,200,0.0288041879461792,17.568338101507127
64,32,30,0.05013341036269262,36.278201895023386
64,32,50,0.0867715721042074,57.452077740272046
64,32,75,0.025284129852169553,11.462160535830508
64,32,100,0.03698713592920521,26.832572501694347
64,32,150,0.03150912316125906,14.095776306956509
64,32,200,0.018886188919812842,6.59741375427921
64,64,30,0.23048415392357302,139.27306276958865
64,64,50,0.030583239045604695,33.65311020316939
64,64,75,0.08905085507776696,72.7289101538928
64,64,100,0.03981707622746521,12.823112685698707
64,64,150,0.04907081327543279,53.2997652395829
64,64,200,0.2223855530217011,188.3039247458376
64,128,30,0.17412948265491923,173.8975050279406
64,128,50,0.06355684774225377,65.51638950656219
64,128,75,0.1356000301036751,110.96691550603485
64,128,100,0.04854564620150801,31.013784174182955
64,128,150,0.05063389855605134,46.645232710834684
64,128,200,0.0428193814964224,18.435969903316717
