N,batch_size,epochs,mse,mape
51,8,30,0.07453012789022054,73.77690045628592
51,8,50,0.0763021911438368,65.80615420872095
51,8,75,0.06427104717840236,37.57672158765836
51,8,100,0.0406832671673653,38.6998871119521
51,8,150,0.14137633484206721,135.5625548003691
51,8,200,0.12501186619123617,125.13093273726254
51,16,30,0.029533991807186993,32.78616410722736
51,16,50,0.07570093299223968,66.23622249213987
51,16,75,0.04026993389402854,40.27755514967371
51,16,100,0.04383195295601114,28.690379619940813
51,16,150,0.0799508150354713,74.612255726596
51,16,200,0.03820725168378268,21.720972421121953
51,32,30,0.1081891930703776,38.84301206012164
51,32,50,0.03498601839912323,11.912319145655212
51,32,75,0.027643672961636494,28.583563882857316
51,32,100,0.06767015647863592,59.985604362448974
51,32,150,0.03316303612973036,15.529382194543977
51,32,200,0.04045780602316488,29.731680744602006
51,64,30,0.21430609999444586,176.95131415000915
51,64,50,0.05757249397549504,54.22638557379719
51,64,75,0.08157363620288428,68.53838651985834
51,64,100,0.08438736806512882,35.27218166657273
51,64,150,0.025532840789831878,23.71651180412437
51,64,200,0.09800915694893969,85.79357786616153
51,128,30,0.2606411197560672,193.96931794748224
51,128,50,0.1617210928080324,136.31035236050445
51,128,75,0.034469246009010815,40.98836967767234
51,128,100,0.1031728772745659,101.16911047850353
51,128,150,0.025932787039925232,16.10064791776733
51,128,200,0.05418157255998008,19.57767950933839
