N,batch_size,epochs,mse,mape
60,8,30,0.0440769264419357,50.57247318878184
60,8,50,0.09033619144993559,76.42450819709461
60,8,75,0.04408355607809665,46.684949313931604
60,8,100,0.07619466284419833,56.00212335094974
60,8,150,0.07283949943836714,74.99703982083479
60,8,200,0.038472473123968745,48.95566699204152
60,16,30,0.058572379969100745,61.887045422625
60,16,50,0.03283217316682884,12.160885719562797
60,16,75,0.04709383307158031,33.16833416457193
60,16,100,0.06385615628425481,55.976034520495546
60,16,150,0.03988509300309983,33.408122758007195
60,16,200,0.1309570306081956,118.63921019071668
60,32,30,0.07900124745239252,23.260180096649705
60,32,50,0.04234869550051561,16.75113066328944
60,32,75,0.07154657980078093,68.72041652205147
60,32,100,0.05660581928838048,63.06288027159543
60,32,150,0.04522653236464686,39.960974014672395
60,32,200,0.07722345481244507,71.85372020157233
60,64,30,0.08020766346726678,23.301696827991563
60,64,50,0.04700304569304275,17.475327392997052
60,64,75,0.13995860712386607,132.15927608869146
60,64,100,0.09684218051461668,57.33195696333968
60,64,150,0.11734452176667017,80.73611344771436
60,64,200,0.06410532487963037,32.47365422393631
60,128,30,0.13946376152751594,111.32739758724632
60,128,50,0.10746749411735602,77.64782662302659
60,128,75,0.08858141994696592,91.17105463741525
60,128,100,0.11692026045817956,103.57985990225114
60,128,150,0.05497105916601002,27.447645668610672
60,128,200,0.06373221595722152,42.96692072573766
