N,batch_size,epochs,mse,mape
67,8,30,0.016947662037328982,19.842907648059686
67,8,50,0.03568677136186496,41.566546114468714
67,8,75,0.021056787319418915,6.001880356964406
67,8,100,0.05545380598749229,59.13094589878784
67,8,150,0.021902744594072394,28.69847639634555
67,8,200,0.06448141897096445,76.77914274732103
67,16,30,0.025465708176778398,12.205359769108183
67,16,50,0.016254261414328813,8.776038092632076
67,16,75,0.09935095025722157,102.78671718566596
67,16,100,0.16528838294544732,154.37190234084298
67,16,150,0.233938302135064,248.95534618516754
67,16,200,0.06660292938982168,72.21855913428222
67,32,30,0.043801735591884494,52.15471291393019
67,32,50,0.049034064433495936,57.64936821019403
67,32,75,0.05990721438933416,66.79663217081824
67,32,100,0.08063875599382408,74.29543990431546
67,32,150,0.059673599060160745,30.8748631436077
67,32,200,0.10813529797422469,97.83199391361929
67,64,30,0.054003157465707954,59.32250474280561
67,64,50,0.07635969647357838,22.575349611182446
67,64,75,0.09135814699382347,84.1942258942534
67,64,100,0.03454861971565589,35.11399010315513
67,64,150,0.04164822247184412,14.998035789053677
67,64,200,0.030289613972537616,9.034941643930594
67,128,30,0.18116664673800015,168.05648112023454
67,128,50,0.11843245070963006,97.53407688291136
67,128,75,0.18317563108474463,144.59853781515693
67,128,100,0.02095751252507734,10.985131203138808
67,128,150,0.020343135009296447,24.160638069057836
67,128,200,0.03415236248638569,39.65463579421902
