N,batch_size,epochs,mse,mape
59,8,30,0.04031849389891142,44.158146435035
59,8,50,0.04425830385373896,37.897989546376
59,8,75,0.06599954810113566,63.977975868119955
59,8,100,0.02527351339880444,16.342701932810225
59,8,150,0.02322945374206642,25.998684009871692
59,8,200,0.09514086990522534,103.9226710000261
59,16,30,0.04003773603242281,24.712257340575043
59,16,50,0.02047799462066213,6.949023248633429
59,16,75,0.018962675965355027,21.22607186947055
59,16,100,0.07304016110970704,69.86579359169586
59,16,150,0.044754661854801286,41.861667464756025
59,16,200,0.05063308162222588,37.411062816462874
59,32,30,0.051158474235236166,32.70251425247154
59,32,50,0.06131105599226062,62.16590050979443
59,32,75,0.04695237424887023,35.906853568288604
59,32,100,0.05780659730040324,24.402458112745343
59,32,150,0.024084154425752496,21.779190652560633
59,32,200,0.12244367929796045,107.9992527623222
59,64,30,0.05671755520368441,24.203762247069715
59,64,50,0.050273285683582455,26.371556443356486
59,64,75,0.07175523440559592,67.42349562786215
59,64,100,0.04336559096901862,31.63453443628023
59,64,150,0.21024305022477285,143.607429377022
59,64,200,0.042804083041555925,14.754952229080146
59,128,30,0.0707920842089723,36.47994471445724
59,128,50,0.04040508946099202,47.88448287290796
59,128,75,0.07997342338182635,86.6594010368117
59,128,100,0.10288328603019613,65.8093370661764
59,128,150,0.026372618439685323,30.228990064705457
59,128,200,0.0746942480608831,70.04960734335329
