N,batch_size,epochs,mse,mape
14,8,30,0.06388985258014238,47.96242894301338
14,8,50,0.1328210688144755,107.37364781379819
14,8,75,0.06235415963626664,59.485401335227
14,8,100,0.009048821145868123,3.4606922453323787
14,8,150,0.12543606655614337,101.56328526547796
14,8,200,0.05276211293664758,45.93470705181634
14,16,30,0.09602510134800919,79.02175762858398
14,16,50,0.07546856826935422,69.07848269559206
14,16,75,0.061397214854989036,23.311889668071746
14,16,100,0.11910841545719883,97.03860898945624
14,16,150,0.023437241690060312,26.144207060442344
14,16,200,0.1458004925582337,125.3773721496533
14,32,30,0.03386774309350124,18.478018019887394
14,32,50,0.12740060502276532,102.71148100810663
14,32,75,0.0862328880703525,32.45888468271242
14,32,100,0.023168057824714785,16.671277602023515
14,32,150,0.045155402751529815,39.463244782955734
14,32,200,0.029353971975304587,8.712266134712214
14,64,30,0.06550460507162337,59.53928245377562
14,64,50,0.09604332457840185,89.76815523889043
14,64,75,0.16287051084747226,117.92950821663524
14,64,100,0.108710555835662,95.03297124986419
14,64,150,0.0636178501289736,47.521015820959875
14,64,200,0.04702258600890274,45.35959903318665
14,128,30,0.02617414182656376,13.748282238053926
14,128,50,0.10114887058941065,85.75364518131666
14,128,75,0.06678911243864476,41.85330548452984
14,128,100,0.07497168956315135,63.36759384348709
14,128,150,0.08710647159040513,36.79823606909675
14,128,200,0.032035771912765486,9.984966334065172
