N,batch_size,epochs,mse,mape
28,8,30,0.1590947831226262,134.51976527506275
28,8,50,0.044404067323354286,27.472971369904652
28,8,75,0.050838031427480945,46.11028473462547
28,8,100,0.016659273800469363,5.088536774212873
28,8,150,0.07721458328358322,80.01072755006294
28,8,200,0.10240638571186915,103.18680265288643
28,16,30,0.052975283919172396,44.309332128160236
28,16,50,0.1265746891239029,105.49226461233789
28,16,75,0.11613200001262056,94.76908944571045
28,16,100,0.0737559580818425,66.4458799014922
28,16,150,0.06780886722668784,41.64950872747258
28,16,200,0.10182299638420775,98.15082737027956
28,32,30,0.15608098784326258,115.60019034273598
28,32,50,0.0832082780458744,70.60040015230157
28,32,75,0.1080632038920468,61.82260948813067
28,32,100,0.13323121178086986,104.95921623204548
28,32,150,0.03962614672162213,37.52759536126188
28,32,200,0.05295897067947259,52.18704218133664
28,64,30,0.16946625169660987,141.54943529174855
28,64,50,0.08022814194278995,80.12227697551249
28,64,75,0.07181549657462888,48.63843892021705
28,64,100,0.15416919616430844,115.61432496530493
28,64,150,0.10700365443571579,83.29573757875337
28,64,200,0.020713117259392712,10.519050433612685
28,128,30,0.057200642816118974,26.750668974101462
28,128,50,0.07345653682603907,65.79967621357594
28,128,75,0.09098689282919303,89.51118052830941
28,128,100,0.06167991479124516,47.53875875796627
28,128,150,0.08805611449445712,67.35881090396761
28,128,200,0.05080078452870253,28.439884167573
