N,batch_size,epochs,mse,mape
72,8,30,0.08287588357388505,75.67184995703562
72,8,50,0.03963164789506406,37.73031615879795
72,8,75,0.037731411896287786,27.009623659740267
72,8,100,0.015565120639990694,11.891334077221122
72,8,150,0.03569557083671935,43.64024577037071
72,8,200,0.021421134902322926,22.01922683009959
72,16,30,0.08723738915134475,89.93162374108516
72,16,50,0.13851504940760861,128.93798007012663
72,16,75,0.03601916863645287,10.788735512245445
72,16,100,0.05502496504862438,54.194820407959476
72,16,150,0.0732769301216596,74.23728644432816
72,16,200,0.0362673557804966,10.539474767305371
72,32,30,0.14539429755027186,138.25007898927927
72,32,50,0.04864325115273374,50.221869294244534
72,32,75,0.014241981516512413,17.254062062420815
72,32,100,0.03356166539134071,39.901441443433775
72,32,150,0.056282014033104684,47.032451179147806
72,32,200,0.01923147321216897,11.341863639798136
72,64,30,0.09713569077806936,76.9847808430641
72,64,50,0.0897688851322086,76.09826761145916
72,64,75,0.06148977541764129,18.955077713735243
72,64,100,0.03783772617652408,12.93679500850717
72,64,150,0.05339851395854216,30.89458760086103
72,64,200,0.06989774907965614,61.44587118891196
72,128,30,0.03393900024302975,24.873260669632884
72,128,50,0.20016639196526717,167.93874788554578
72,128,75,0.09387524125572831,94.4093361998985
72,128,100,0.0749335840800808,74.56808628003454
72,128,150,0.08004434147391923,37.035168823254104
72,128,200,0.08738015201431755,72.84225511118747
