N,batch_size,epochs,mse,mape
57,8,30,0.07414001369097249,69.29640517034674
57,8,50,0.05501169201007254,21.42649785409819
57,8,75,0.17824354269617373,170.0736863436441
57,8,100,0.02572433010264872,31.917480493892075
57,8,150,0.0729401501798706,70.02593618494194
57,8,200,0.11090978149002685,110.31660164394796
57,16,30,0.07868571280298593,36.42973466986824
57,16,50,0.014273581933827197,16.47012587902134
57,16,75,0.16861781910297474,139.87666413728363
57,16,100,0.1691930303253388,142.1229315779122
57,16,150,0.011723694082466957,11.56246986176847
57,16,200,0.048820321669208994,36.357720369022395
57,32,30,0.054725226369270824,56.4165828580771
57,32,50,0.03694885769360936,24.127251958882137
57,32,75,0.03549824458115324,19.435305073129083
57,32,100,0.028021472309300223,18.23090977860266
57,32,150,0.05017705913190728,40.13038677628602
57,32,200,0.050944037046917495,45.68336783941046
57,64,30,0.07173332112780023,71.94041182405667
57,64,50,0.09620062065164274,35.067645765123146
57,64,75,0.05092777745965785,26.41001670364072
57,64,100,0.10236992605443174,65.54589067342746
57,64,150,0.09813332838481935,44.00261181630321
57,64,200,0.06950350201504155,22.50107904396009
57,128,30,0.039841154838939664,38.450295095219914
57,128,50,0.09885809470319631,94.44779428002028
57,128,75,0.09053783824816752,85.43373952435797
57,128,100,0.08786452364045273,58.144169327085805
57,128,150,0.025156445640917933,9.68624064440553
57,128,200,0.06530756205051745,54.1736210468734
