N,batch_size,epochs,mse,mape
32,8,30,0.03787503280598815,15.637680904691859
32,8,50,0.0701783353754446,39.393082261633836
32,8,75,0.013846290055685509,9.863841855110664
32,8,100,0.08563053563213527,78.49382027648349
32,8,150,0.10587573422298664,102.16268398391051
32,8,200,0.16828886795440662,155.0780935150861
32,16,30,0.1007492027578248,41.43668499458186
32,16,50,0.1309612920167236,95.6744624216271
32,16,75,0.02358874814142536,8.606075172498272
32,16,100,0.10003457051599401,113.46074242283717
32,16,150,0.048844734382067,38.132190162819576
32,16,200,0.1328399848710513,117.40741305129522
32,32,30,0.15416493018369826,134.9770920293047
32,32,50,0.1487469396550255,108.21543890192129
32,32,75,0.03275298186199738,29.142471063091364
32,32,100,0.044264147928701904,14.623016819153332
32,32,150,0.22507559622074133,206.0116914182947
32,32,200,0.0486213483020408,27.629193400975975
32,64,30,0.12497693984428615,102.57468152423561
32,64,50,0.07198890414274843,61.958305330741524
32,64,75,0.050330399778947224,40.80359066736652
32,64,100,0.04990868840102471,17.492812516521568
32,64,150,0.046698612986284686,40.49896304673241
32,64,200,0.0532172095063093,47.00577169618426
32,128,30,0.08897950870351475,50.221997342267
32,128,50,0.19345193878129197,120.85534182757365
32,128,75,0.05310275128824784,38.7049050570538
32,128,100,0.11592972359748363,87.95759862081633
32,128,150,0.16508953467578857,132.93218114126694
32,128,200,0.04111980473296038,40.99234164885227
