N,batch_size,epochs,mse,mape
37,8,30,0.11181921599384581,88.37479152891186
37,8,50,0.03953036765045331,22.795308768297513
37,8,75,0.06773746339360776,65.6035877145143
37,8,100,0.12621292301482193,144.84160922676236
37,8,150,0.07120807015149314,73.51540634190718
37,8,200,0.13338498490180684,133.31284768384901
37,16,30,0.0273827796013198,22.889140891780087
37,16,50,0.08309156421455915,23.682714018409303
37,16,75,0.0721278082098976,19.091325898809853
37,16,100,0.07105113244042452,27.09171888664071
37,16,150,0.18057183328336326,185.26776697218605
37,16,200,0.3191513147094085,375.1828702638985
37,32,30,0.04219510049682816,39.56679522205615
37,32,50,0.08924848969986736,44.26806714302948
37,32,75,0.040679933363049085,43.388459445969566
37,32,100,0.09710559945992062,87.5190592548343
37,32,150,0.06799053357173347,16.64766303745328
37,32,200,0.06687274401020342,16.807778730775098
37,64,30,0.22989957027650834,95.03979847445241
37,64,50,0.177221136494477,107.29240783345242
37,64,75,0.12578408735236898,105.89249247530255
37,64,100,0.10211405125573941,64.16090708014673
37,64,150,0.03762772102040617,34.89633267508542
37,64,200,0.08346356420936858,38.918259073445
37,128,30,0.14021233342829617,116.60933892594392
37,128,50,0.0655672089305217,50.11700104780141
37,128,75,0.06997346901470645,70.54171454847231
37,128,100,0.037142115276216525,10.213804844666685
37,128,150,0.05350083622138503,21.40870635506907
37,128,200,0.047491555947320956,29.949207151080564
