N,batch_size,epochs,mse,mape
73,8,30,0.11697486511647369,55.60571453929059
73,8,50,0.060151817296436344,56.661595314489375
73,8,75,0.036118640572224296,33.8662057663039
73,8,100,0.10525877702744198,96.11491083075242
73,8,150,0.04310512639933858,39.700648817709364
73,8,200,0.05811984838716639,69.63525447350163
73,16,30,0.13104756963647984,79.96011576937248
73,16,50,0.06363054337306011,42.612369118222624
73,16,75,0.043423516937313965,50.88006940933754
73,16,100,0.2561684147141246,223.06376019656477
73,16,150,0.14586835751195923,144.04767318199993
73,16,200,0.64068779424488,711.9899821908155
73,32,30,0.013104062443386648,7.23832387587172
73,32,50,0.06197976392519976,46.85302275492199
73,32,75,0.031167306892745085,32.769603517748926
73,32,100,0.027710384363247017,33.87506912034032
73,32,150,0.023684263323416294,13.122977011586286
73,32,200,0.0609036276545974,46.64046715997092
73,64,30,0.0726988350071697,69.12120961348278
73,64,50,0.028604746414234883,9.204518787655868
73,64,75,0.041781543681370145,46.55269741494455
73,64,100,0.023521476000496623,19.268861390720314
73,64,150,0.12693922890710574,86.3221296594543
73,64,200,0.059168797420588434,43.49199847125871
73,128,30,0.03338568298518005,22.802069423723612
73,128,50,0.08733240845053347,88.80831935055068
73,128,75,0.10771531447802539,66.74166056660425
73,128,100,0.055766875355680263,65.07522803247164
73,128,150,0.04138228416340095,46.78937869108047
73,128,200,0.0751482236737596,63.784631936667566
