N,batch_size,epochs,mse,mape
79,8,30,0.07770423610251959,76.2131700205578
79,8,50,0.05164477388835327,38.610939945326955
79,8,75,0.0579256787563112,57.85411379761231
79,8,100,0.03743913653634496,23.186468327334175
79,8,150,0.024238905021121568,31.235102683018983
79,8,200,0.04835459008705484,60.74301112367825
79,16,30,0.014735329706060094,17.06374578892915
79,16,50,0.12553540461691184,122.61319391442798
79,16,75,0.027887356474532866,27.577416700112124
79,16,100,0.04786052136405375,40.41575303916824
79,16,150,0.07875228962849708,80.61848667213192
