N,batch_size,epochs,mse,mape
68,8,30,0.025450127653497096,6.4956808741497785
68,8,50,0.06846179116334698,56.36796191186306
68,8,75,0.13879323039025027,141.52313777957076
68,8,100,0.018569640263107992,8.855823106209588
68,8,150,0.049593067398713386,59.382408246747495
68,8,200,0.10491784249609454,111.6521117886949
68,16,30,0.1271360267616122,105.02307961347674
68,16,50,0.0774099699131588,62.4039989990277
68,16,75,0.08882365400533364,83.44763714232236
68,16,100,0.04552480103281997,38.06287340554907
68,16,150,0.11398354047674984,114.11422614778128
68,16,200,0.06100826529650945,65.04967110148515
68,32,30,0.02219546807996661,18.709106621108443
68,32,50,0.014083287864827062,16.59656881871477
68,32,75,0.028469406179572814,35.89469268318888
68,32,100,0.043728823427284104,52.80608883506432
68,32,150,0.012350625617663185,8.042033506389247
68,32,200,0.055441802688688514,57.325350456628165
68,64,30,0.111893864806536,43.35948912189448
68,64,50,0.07124005433795988,31.093524849262934
68,64,75,0.05994160889670446,65.29965216464294
68,64,100,0.04720613219103581,16.788861001552643
68,64,150,0.056943686096404614,25.185241128303364
68,64,200,0.04006135289142271,14.396156383141708
68,128,30,0.08601913858005467,88.49102364088988
68,128,50,0.04925944502514808,57.206554072462936
68,128,75,0.027478103770334567,27.667145794429977
68,128,100,0.10599246126247627,87.06080990692378
68,128,150,0.058611420718129935,61.71392590303545
68,128,200,0.04095483489962089,31.183140013818942
