N,batch_size,epochs,mse,mape
38,8,30,0.14024281510050635,98.72806920559351
38,8,50,0.15414333353921436,128.4426088941836
38,8,75,0.09563178735954578,82.53125749972853
38,8,100,0.05548197597897196,44.779950892816416
38,8,150,0.15030613344863739,139.65932146738172
38,8,200,0.16200419039032157,156.77967183670629
38,16,30,0.024074026602638847,23.603716720289196
38,16,50,0.0632433496314291,52.72355321441656
38,16,75,0.31652927503465234,275.4676706221963
38,16,100,0.2073382715130079,210.65250729784975
38,16,150,0.18883117634198274,192.13418979825568
38,16,200,0.060487131881584305,68.13525126622739
38,32,30,0.07038245496720025,52.877719135182865
38,32,50,0.129074298625846,104.58557853225017
38,32,75,0.04637939339957768,49.4029961905122
38,32,100,0.18511611482263562,143.6230315663758
38,32,150,0.16119068263992814,126.19172162130485
38,32,200,0.3012700857347058,298.62323007546684
38,64,30,0.04723006693481254,13.463589182687901
38,64,50,0.0911318951150709,88.6251984651716
38,64,75,0.035816596175161884,12.44387687128535
38,64,100,0.10154553312395265,77.59737965815022
38,64,150,0.10318259546432539,74.67720370942259
38,64,200,0.06218860628814502,51.28322795688906
38,128,30,0.0857176889941809,46.215538016812
38,128,50,0.09012811860860129,89.41880326594006
38,128,75,0.03678765200193076,39.347899074006165
38,128,100,0.11843638033227588,116.71401933868522
38,128,150,0.08105719596340823,30.73854481877761
38,128,200,0.0756967161743851,52.173709846607295
