N,batch_size,epochs,mse,mape
53,8,30,0.15566734642483232,121.38982378697045
53,8,50,0.08633558140815939,82.40099719715823
53,8,75,0.02799578061013474,25.895596721567056
53,8,100,0.0668416148927006,75.19327463537047
53,8,150,0.07600069271576233,83.19515156094462
53,8,200,0.04312907935340436,54.26290468476525
53,16,30,0.11870217766534082,94.4920463856392
53,16,50,0.054391278939834926,36.18161790987963
53,16,75,0.054532911611043754,36.83777982547529
53,16,100,0.024070951158069998,9.413958548187283
53,16,150,0.05427715598317241,58.20009719281592
53,16,200,0.08227025783036562,69.52039808745558
53,32,30,0.06886806240161995,34.58890242382001
53,32,50,0.0551382403419662,59.039509221856804
53,32,75,0.15305854229142007,103.09525785055827
53,32,100,0.027994874752358918,24.401123566562354
53,32,150,0.030768143993553793,23.61112138055199
53,32,200,0.03503781835632458,33.60364799486434
53,64,30,0.08388891868422241,40.17243871433921
53,64,50,0.12502127180658598,37.51079351379036
53,64,75,0.05665961246162505,34.11139136784878
53,64,100,0.09793768973826109,26.37442986123141
53,64,150,0.058937214679435294,40.33172893651396
53,64,200,0.015322554564935146,5.34733596993169
53,128,30,0.1557595526936915,131.80825800189592
53,128,50,0.04978731502368785,59.56574296014225
53,128,75,0.06476405077897847,28.33623372447442
53,128,100,0.02985764950155411,33.82872404527756
53,128,150,0.023608667555337488,14.537631622072682
53,128,200,0.03718969683064565,23.528287070239276
