N,batch_size,epochs,mse,mape
26,8,30,0.16424737710055312,143.1452992309181
26,8,50,0.11550255609820641,97.17284573544607
26,8,75,0.01973486384134843,14.728387157104589
26,8,100,0.08261110221777397,78.10023326228563
26,8,150,0.013622361192668617,14.736527490015474
26,8,200,0.15256436010374458,144.91182991470112
26,16,30,0.10825112296695588,101.75828437583931
26,16,50,0.12555510099346243,102.04069381467662
26,16,75,0.014183012717089659,4.300703526916486
26,16,100,0.06518681782674418,44.97568501375108
26,16,150,0.015598328432934253,12.277943927594958
26,16,200,0.038663620575623975,15.420050486507227
26,32,30,0.12016273072061474,79.66605911987779
26,32,50,0.062175601381818345,62.62662735358416
26,32,75,0.1069353367615886,89.6153277816735
26,32,100,0.06278602699148318,61.95255437538365
26,32,150,0.07390355954231782,35.01509333912624
26,32,200,0.04901137402046778,43.27646827636003
26,64,30,0.11428144540723055,44.719686874045244
26,64,50,0.04585118476370852,45.58805145762528
26,64,75,0.0753152465660546,32.15523381547612
26,64,100,0.03189289880801853,8.950246027599334
26,64,150,0.03068503021095929,17.02497846649771
26,64,200,0.03702055622786219,22.873412006519015
26,128,30,0.041811118565409595,41.682054256351634
26,128,50,0.1461210624128844,110.72265475216358
26,128,75,0.06620803297664249,56.71416813228397
26,128,100,0.14289707354840714,43.61785224721618
26,128,150,0.06565125027348509,51.274275741037
26,128,200,0.10202336909374887,80.3644016842299
