N,batch_size,epochs,mse,mape
19,8,30,0.17765396098325265,134.09296535704223
19,8,50,0.10915546385377556,98.97235459988777
19,8,75,0.17236504680107845,142.94562865629518
19,8,100,0.04953646149796666,47.04393373239347
19,8,150,0.06122167309478184,61.86596957625271
19,8,200,0.031237862531617838,35.69672274513535
19,16,30,0.05470400525092191,22.268550250370474
19,16,50,0.15410883618281226,137.87134007643388
19,16,75,0.07561976115218526,62.69929752123474
19,16,100,0.16201417753963668,128.2531444261789
19,16,150,0.12688376671942692,108.05604196905179
19,16,200,0.1635530599690313,131.54577209283585
19,32,30,0.24994496610407688,189.37956444021512
19,32,50,0.12042777897834335,102.21155959910486
19,32,75,0.03183870480356775,27.08858661768787
19,32,100,0.07165648645311752,49.30940684560647
19,32,150,0.05536921281187727,45.7161904705733
19,32,200,0.09331004854176891,86.04124720220477
19,64,30,0.05239245324124064,45.42176476090232
19,64,50,0.06110846200032256,56.72354868926149
19,64,75,0.034851859057145405,12.401554534108755
19,64,100,0.050614090981028266,27.938186249692244
19,64,150,0.14150555567031764,122.97946954900954
19,64,200,0.18967510599970175,164.70570194693204
19,128,30,0.08792011834718665,62.41378489551585
19,128,50,0.02353481516621778,9.412836122006473
19,128,75,0.057961848111390574,15.85689484439923
19,128,100,0.1352297816979304,88.50846013878275
19,128,150,0.06769510065669812,42.295312653325404
19,128,200,0.05648065134789813,27.376457846917386
