N,batch_size,epochs,mse,mape
35,8,30,0.07035942153789214,66.04645764737482
35,8,50,0.13927491895946814,125.97104507484724
35,8,75,0.05045419249259519,43.37339164291666
35,8,100,0.22126035216605036,229.84003416540037
35,8,150,0.07275395262929792,71.93840261788282
35,8,200,0.09885385302291524,102.06379921025146
35,16,30,0.02465782401427809,13.056099848677743
35,16,50,0.12646219138027603,104.909524489522
35,16,75,0.083621582291592,64.94532354944451
35,16,100,0.2652996978055456,243.8404562977845
35,16,150,0.09995091805721716,83.29376755440646
35,16,200,0.0694802911086738,70.20627208008919
35,32,30,0.15777010390873203,74.87499756491263
35,32,50,0.14869573411799544,135.88418048159042
35,32,75,0.04898305263809278,49.95410708916624
35,32,100,0.05994726967616082,43.95290238933157
35,32,150,0.09783678896907667,93.31772702240174
35,32,200,0.14365125423558428,122.12670195111481
35,64,30,0.09995046850693412,32.48376477691918
35,64,50,0.10906462984440815,88.89685734025376
35,64,75,0.037076139724192346,14.348538611096046
35,64,100,0.04173732689722205,38.04876171555005
35,64,150,0.056239754219888874,44.801500315136195
35,64,200,0.041666744266928575,10.755902786367681
35,128,30,0.0827836119789381,76.49236921318744
35,128,50,0.03707982336152045,20.896571797450036
35,128,75,0.01420195751016439,14.86761622375689
35,128,100,0.10081238331534133,34.60596465265798
35,128,150,0.09108135580442378,19.53750368298122
35,128,200,0.04213095020372298,22.874856635238906
