N,batch_size,epochs,mse,mape
56,8,30,0.05481165884726465,55.36803776517605
56,8,50,0.016672273528563084,8.443652048171764
56,8,75,0.13268572169418136,136.02926229148952
56,8,100,0.22588376883289005,197.68237567708923
56,8,150,0.09117652000013833,90.784722916997
56,8,200,0.03872030077258185,49.34376948992951
56,16,30,0.01531967286353207,4.48468789255457
56,16,50,0.0851067610267472,40.605478129241554
56,16,75,0.032539422776728694,11.70368989736307
56,16,100,0.06565760088359904,17.6158319697942
56,16,150,0.13961460511439186,135.37366031295187
56,16,200,0.1752668930972059,191.80093710176774
56,32,30,0.04505679778178566,34.81223273187265
56,32,50,0.061764173761868386,62.34289173934632
56,32,75,0.142607812710941,132.15742028228308
56,32,100,0.05351512708554287,39.63998819237482
56,32,150,0.014470404306615057,6.701530914142483
56,32,200,0.019648285904860084,22.834109942149823
56,64,30,0.06927509102476949,74.30072583685589
56,64,50,0.06123031778576628,26.415089991172714
56,64,75,0.18247986841299252,126.41274460068257
56,64,100,0.09208557888626223,40.73050985713383
56,64,150,0.025082363512499126,27.175715318203704
56,64,200,0.02826833561455989,9.249760934036395
56,128,30,0.19186609899997129,125.7476498624734
56,128,50,0.14952404735200298,145.15406825658516
56,128,75,0.12143185582456056,92.94874004304994
56,128,100,0.07868199939212447,79.17396352751432
56,128,150,0.05748673393277818,32.123617703217434
56,128,200,0.057887738579807786,57.42062524433032
