N,batch_size,epochs,mse,mape
71,8,30,0.1472660056718863,128.2209060974373
71,8,50,0.06731597091917317,70.13092559904844
71,8,75,0.0715420242597737,66.00736766622357
71,8,100,0.06572667750027233,70.18551804839274
71,8,150,0.05565322387085423,59.42349045859903
71,8,200,0.0659189230495306,75.05329785557343
71,16,30,0.2033937400681039,132.81532528643612
71,16,50,0.043788659451456505,15.64560311224856
71,16,75,0.05051325887235663,58.03731727796673
71,16,100,0.054314470575983924,46.54069857008588
71,16,150,0.06758732391813835,67.55147710352603
71,16,200,0.019854143133400465,5.231938709143902
71,32,30,0.05660838004126654,49.75732926885428
71,32,50,0.05826213509153155,18.397558692124456
71,32,75,0.03350491462404744,37.38885753178988
71,32,100,0.029946156760814142,23.482485100664782
71,32,150,0.03644271013551832,15.202921880356552
71,32,200,0.08212822397978874,69.2127640706907
71,64,30,0.12787507471639054,105.7158094202834
71,64,50,0.08270113853033582,31.1140754014651
71,64,75,0.05633280925529731,20.030954998178125
71,64,100,0.06395998698802288,15.040226589573463
71,64,150,0.08821075438722308,56.80396703929205
71,64,200,0.012948714371548917,9.361876026852611
71,128,30,0.0771241667681432,78.03404493548722
71,128,50,0.071380559064624,82.32753956728712
71,128,75,0.04052347180927468,49.86352557056306
71,128,100,0.046683202035093435,50.994346594507256
71,128,150,0.06106627264207178,48.87602785718459
71,128,200,0.05920959607855181,15.04041264931929
