N,batch_size,epochs,mse,mape
61,8,30,0.021819562633117524,22.789480492916056
61,8,50,0.0425241961459256,43.899032432372636
61,8,75,0.09069139298389728,85.53778741574592
61,8,100,0.04970343636177892,55.14665364834121
61,8,150,0.0843190236166932,66.19856010024802
61,8,200,0.07935705105009692,86.55346695744323
61,16,30,0.0537289292955959,59.46529907531484
61,16,50,0.05841957126596373,47.92975134858665
61,16,75,0.11831365622846382,71.32812642554207
61,16,100,0.13034359695292347,121.36555668396538
61,16,150,0.17175450207078136,178.4466979115783
61,16,200,0.13326742681914197,117.89075808637742
61,32,30,0.031894129549813084,10.774858403438586
61,32,50,0.04604774797375759,24.95268101775322
61,32,75,0.09159866250091867,29.402148398961327
61,32,100,0.053817035019376736,23.89446519101756
61,32,150,0.024386822094170358,28.689887271704904
61,32,200,0.06011703838387393,70.02402646586445
61,64,30,0.10407477008502485,61.12769292828304
61,64,50,0.11152122781159245,74.68970429008162
61,64,75,0.08074430695209187,83.42614526685591
61,64,100,0.053768805897424006,41.12234275929801
61,64,150,0.14924880087576134,119.27510816194
61,64,200,0.09349081690182057,79.93304636881855
61,128,30,0.3056496740864776,230.58100340969068
61,128,50,0.13825368120331352,126.9790939279636
61,128,75,0.13309272971896488,117.04712108584054
61,128,100,0.036943998906747745,41.93006247740455
61,128,150,0.06571224971673202,18.066512920555837
61,128,200,0.04059653826081946,26.34309655436861
