N,batch_size,epochs,mse,mape
69,8,30,0.14179345360529394,94.45144390938918
69,8,50,0.06758843475913318,57.993820013745975
69,8,75,0.04032700710131176,21.45340299777666
69,8,100,0.027376269895605057,25.163319430857534
69,8,150,0.04159934601802472,45.034282170163046
69,8,200,0.11770905814580129,127.74084415192206
69,16,30,0.13303628746317955,112.36422071674006
69,16,50,0.022205313130598217,26.0301511383514
69,16,75,0.030378415048505258,36.12010891918455
69,16,100,0.040806733353510136,43.52825868181798
69,16,150,0.052805151201077725,54.93591220015107
69,16,200,0.030379283652237184,16.297388130396364
69,32,30,0.03822742306597776,43.074683770336
69,32,50,0.04262978316198295,18.408168423002945
69,32,75,0.03195944557320336,27.4028527585514
69,32,100,0.03148247993603943,39.35343348053977
69,32,150,0.06791881115711926,56.234069867286216
69,32,200,0.04292073382559854,37.570373753185926
69,64,30,0.057175947120266635,65.37936640201292
69,64,50,0.0388301851189063,47.52980817291709
69,64,75,0.07698637578280555,49.699057691901416
69,64,100,0.08766409876329476,93.11841407798917
69,64,150,0.0510332888488224,49.28983281702604
69,64,200,0.07388106972478055,59.21666953459875
69,128,30,0.04295999091210155,50.38132788224712
69,128,50,0.07243214748255673,67.79362086387354
69,128,75,0.05005085170766026,29.754670989442033
69,128,100,0.06582834481522434,71.82409523200948
69,128,150,0.11260199465216048,96.79660419736592
69,128,200,0.04492817811274605,13.63417246748749
