N,batch_size,epochs,mse,mape
34,8,30,0.10907758038193142,53.39460292024217
34,8,50,0.03732755763328579,12.254883515931535
34,8,75,0.14057166475066443,117.02542559453673
34,8,100,0.15056956063350513,124.90231362066994
34,8,150,0.11992597815823669,114.6946978990185
34,8,200,0.10134796550727493,98.92061442591216
34,16,30,0.18713725422289837,154.60226018789882
34,16,50,0.07442953868886226,46.19587605336152
34,16,75,0.036364319751741855,13.31088777444628
34,16,100,0.05121154245353,42.558896259804264
34,16,150,0.026976632518726906,7.464099205268035
34,16,200,0.03649535774742437,35.97281634787248
34,32,30,0.1473762421300329,97.35589495998973
34,32,50,0.10586096299856462,54.03820312271277
34,32,75,0.07403632830158466,44.39984807626462
34,32,100,0.17471250315051107,154.51735772284786
34,32,150,0.01580821155034877,14.618271205485597
34,32,200,0.010159124072194183,3.0624790568459024
34,64,30,0.10542863561393409,94.00516959583027
34,64,50,0.1049112550962642,92.55589495078492
34,64,75,0.021801072388612633,19.495403928172607
34,64,100,0.1584313282992838,108.43387313691363
34,64,150,0.03122539956557613,18.96551079959
34,64,200,0.0488815335341333,31.202497851900812
34,128,30,0.06646911308825738,61.85237671750347
34,128,50,0.16331923059164133,118.14445641929781
34,128,75,0.04595204011448097,30.786423351423558
34,128,100,0.05522776159559894,51.692783646114684
34,128,150,0.025104483991230754,19.971904525982094
34,128,200,0.04799989861686796,48.78850382920813
