N,batch_size,epochs,mse,mape
18,8,30,0.03666374882194902,29.649889501182653
18,8,50,0.1045704130189242,93.39594291916123
18,8,75,0.030213879544698456,25.58490148908037
18,8,100,0.0616262164792425,47.9650125775443
18,8,150,0.032711772034342605,23.337954721373197
18,8,200,0.11787978357104663,116.35323955396501
18,16,30,0.05231371943680548,48.246642738344335
18,16,50,0.12927817959309862,113.74373940406521
18,16,75,0.14349584355966402,120.04326367355401
18,16,100,0.015143233842487898,6.6593901650554805
18,16,150,0.023032549421222057,11.22167356782583
18,16,200,0.07905836764391574,59.1932921054417
18,32,30,0.041839534986705194,20.654523573994137
18,32,50,0.11974585007815919,87.15836392851702
18,32,75,0.08093967758819719,42.722865678240105
18,32,100,0.099827877178931,90.45969835171421
18,32,150,0.11444710133459533,75.53017072728714
18,32,200,0.08462761341917394,75.55220920370125
18,64,30,0.09776071602578831,45.54361682650348
18,64,50,0.11614849393503138,96.70578054745181
18,64,75,0.04751589371286962,48.253773074618614
18,64,100,0.04477983012297817,19.242420228009845
18,64,150,0.028061714192997834,17.69535683352053
18,64,200,0.06911732625197253,55.98320625042761
18,128,30,0.08880812596746979,82.3143941166904
18,128,50,0.02722077313420995,20.62443182456131
18,128,75,0.02312400278357637,22.755743439287386
18,128,100,0.16226526655134257,118.87386015209935
18,128,150,0.05851942845941438,45.88024760897783
18,128,200,0.0364545854891351,20.823945714742546
