N,batch_size,epochs,mse,mape
45,8,30,0.06090252658123326,58.031939988445856
45,8,50,0.11470346451923735,109.31590640219603
45,8,75,0.019803412029598767,5.479715135576424
45,8,100,0.1039257798047366,88.36438439250833
45,8,150,0.11846161830170823,114.22591459882364
45,8,200,0.18022958650209495,172.37924208378408
45,16,30,0.04997322985051445,36.70632909356713
45,16,50,0.0645425174237593,40.92706917858564
45,16,75,0.0401678925659972,32.71607752151821
45,16,100,0.0935399904091738,84.81475983023789
45,16,150,0.12518697721576807,115.00336954560031
45,16,200,0.026046442362380767,9.733484570372664
45,32,30,0.08755183345025737,87.83018413107615
45,32,50,0.10580785603736642,97.24753619237543
45,32,75,0.015006971352262194,14.58781411981821
45,32,100,0.057125825945796155,30.691383090822573
45,32,150,0.26691719830364513,249.44967099878656
45,32,200,0.08489928772905271,73.72118598847692
45,64,30,0.12520789722412123,31.90056170780356
45,64,50,0.06060984397248562,64.62609596033153
45,64,75,0.23812036836966843,162.52690100815778
45,64,100,0.07217565085535065,26.01500916976951
45,64,150,0.06500238391399085,26.597028797817313
45,64,200,0.27788359642297106,254.5045510910637
45,128,30,0.17047084850182465,127.90476798289312
45,128,50,0.12056648748072245,79.18578288951025
45,128,75,0.0676537194576017,19.57772573039845
45,128,100,0.08095074245310104,67.48440407043881
45,128,150,0.05604812714003234,47.23737227919314
45,128,200,0.04279150995468958,35.330002830915106
