N,batch_size,epochs,mse,mape
58,8,30,0.18643553268828153,164.78618464908564
58,8,50,0.09335267700006945,66.64966069519548
58,8,75,0.01807801805776264,20.602452187446815
58,8,100,0.016405072458217852,13.798324663496658
58,8,150,0.025326344316390702,21.28774994751266
58,8,200,0.027750313384554807,35.733450231558734
58,16,30,0.08858245676530185,59.8475833063045
58,16,50,0.06586910518088676,58.22957595039091
58,16,75,0.037668036698931616,29.783331659108143
58,16,100,0.02082023035175492,9.486087933419887
58,16,150,0.10436747093532243,82.63732500250224
58,16,200,0.41396697235767355,517.5883074004308
58,32,30,0.074746642312119,40.538410472722
58,32,50,0.05762958461504123,23.257143598719296
58,32,75,0.050373750152753693,53.672665466073596
58,32,100,0.034421895738189795,13.751201557392129
58,32,150,0.07986697478192707,63.65110946050925
58,32,200,0.051363793719780705,50.70291861782879
58,64,30,0.04636457867324556,51.7975210875514
58,64,50,0.09607446373856242,46.229925514410326
58,64,75,0.10458899207981029,44.68548637955915
58,64,100,0.034770191100802386,11.881515869662717
58,64,150,0.022745608656420974,26.631530911785013
58,64,200,0.04722699695966638,40.58972438121004
58,128,30,0.15276904071930417,112.77911296111682
58,128,50,0.1401959125560071,132.7791172693499
58,128,75,0.034002860751669334,31.838182437538297
58,128,100,0.03108869405845988,15.276821386888958
58,128,150,0.04356834159858711,47.85379329150638
58,128,200,0.06097244785470798,47.69869277210128
