N,batch_size,epochs,mse,mape
36,8,30,0.09523101924302667,79.4704877335796
36,8,50,0.037975677312551054,40.049666100112866
36,8,75,0.1017185289953187,113.10443785382593
36,8,100,0.049117141201275506,47.82291977947435
36,8,150,0.031063759414927512,36.970050813256464
36,8,200,0.16839844584628647,156.66163364574015
36,16,30,0.0690335347151306,25.127301820389324
36,16,50,0.10596127900501724,77.6482281724339
36,16,75,0.022111057294244476,24.827630017481837
36,16,100,0.031509664075017214,11.535801827940103
36,16,150,0.07106721379906904,71.31937960936082
36,16,200,0.1257230110798477,118.7051059333922
36,32,30,0.11041880344641831,62.94192340780975
36,32,50,0.1046203423201102,75.21658563174341
36,32,75,0.04698267531569287,37.78576178836441
36,32,100,0.03728827391673264,38.517255294845086
36,32,150,0.12269244457868679,53.89581876643004
36,32,200,0.10750948348923009,103.47629754412877
36,64,30,0.047222106088240054,32.97025223601357
36,64,50,0.10462726194256361,26.623943044972837
36,64,75,0.09945980564844777,42.53001435754783
36,64,100,0.08653136378144441,83.92791912408592
36,64,150,0.0413115678063175,42.13179276990448
36,64,200,0.031107430339669662,21.938096028920196
36,128,30,0.0920575045567391,44.05799564720576
36,128,50,0.09142479927555384,44.27445353854278
36,128,75,0.15466689850096182,129.8018220557493
36,128,100,0.18501915000038266,83.96531332207692
36,128,150,0.07400111807564175,42.890847043199116
36,128,200,0.04989967430240678,43.88007307189511
