N,batch_size,epochs,mse,mape
78,8,30,0.07239745766780013,62.2793740443052
78,8,50,0.016931717777713476,11.223749980763975
78,8,75,0.02013691448250452,14.749059044378294
78,8,100,0.09765355489911415,90.45349372058006
78,8,150,0.024152285696631314,16.71642451899372
78,8,200,0.148677088391109,153.69015950710775
78,16,30,0.0289334466483255,27.964513845214572
78,16,50,0.042843257420551874,50.40602714859743
78,16,75,0.05376057837029514,50.951741066492474
78,16,100,0.17102548900509332,165.82158004006448
78,16,150,0.04387810678406191,39.862051124839724
78,16,200,0.08833923551375746,90.10729329421385
78,32,30,0.1166030005028508,95.4018179708322
78,32,50,0.03020898199971785,30.701662411747005
78,32,75,0.02124934461239995,23.831227720733096
78,32,100,0.05552948805006951,49.93267571639456
78,32,150,0.1720903620982098,158.826499025988
78,32,200,0.035091627333321475,13.296396011777645
78,64,30,0.23742450090980052,206.7051861293615
78,64,50,0.038528275762851394,50.065199917495754
78,64,75,0.11385435723945227,84.56568183938448
78,64,100,0.04409994367000117,35.61850342263712
78,64,150,0.08531560395183968,82.95744118285245
78,64,200,0.2159538345115553,170.07289974073615
78,128,30,0.06583920579724813,68.47655659769288
78,128,50,0.16107565325329043,124.8633442969616
78,128,75,0.10879496889217499,94.0005004519544
78,128,100,0.02047293973171093,7.21459108645506
78,128,150,0.07982983933293866,78.56013099020049
78,128,200,0.030631944721788977,15.257498002544578
