N,batch_size,epochs,mse,mape
31,8,30,0.10638107153589585,95.44672943441857
31,8,50,0.1427615188499497,103.3230770318621
31,8,75,0.01281482858712852,3.1972180444086935
31,8,100,0.09550084590106617,90.40759234410166
31,8,150,0.09009514382453529,84.44298990903356
31,8,200,0.08754482386396309,80.53168492641167
31,16,30,0.10066597159622817,84.60475310692979
31,16,50,0.1000839150945281,91.09134702026171
31,16,75,0.07474416108955416,53.68783697616652
31,16,100,0.06766211353647464,60.737392356848815
31,16,150,0.43466273381685033,448.3222327228207
31,16,200,0.05687334171181733,50.019359201530946
31,32,30,0.12279498679495163,105.9871273224174
31,32,50,0.14112948800328962,124.80360011809408
31,32,75,0.0677730289602934,61.17337559314784
31,32,100,0.07692730382559981,73.36012079939675
31,32,150,0.1402098817606329,134.2149970822633
31,32,200,0.06647837265015072,25.079018330443937
31,64,30,0.22716907165029301,180.7402949444398
31,64,50,0.02232813460969848,19.505889328145507
31,64,75,0.017840252676445612,20.621081056637863
31,64,100,0.14018565483770332,127.8858590743657
31,64,150,0.07397103086917775,58.09968783054641
31,64,200,0.06573273461764523,54.83949341367076
31,128,30,0.10908647585798237,77.16432632911204
31,128,50,0.14052766532970423,99.37870995763342
31,128,75,0.048871288368982864,35.6402537420362
31,128,100,0.14010650489584406,127.6142105383752
31,128,150,0.10472953725788225,30.996095916457676
31,128,200,0.018532825805873312,5.22105347030677
