N,batch_size,epochs,mse,mape
55,8,30,0.09720587643466086,101.64603842453597
55,8,50,0.07797077380201708,64.88574079392033
55,8,75,0.06458088017065007,62.372335888382025
55,8,100,0.1206371684666018,136.66161363545717
55,8,150,0.16111601722071175,155.5082039717318
55,8,200,0.03693748004161363,47.07764872619002
55,16,30,0.09809661615502184,93.62949778140393
55,16,50,0.03785319426611519,33.02639997410897
55,16,75,0.07895594718743747,62.13012032743445
55,16,100,0.06894689209486518,64.90176386439205
55,16,150,0.01820427788646868,23.81325339739569
55,16,200,0.01638655219585285,9.74693357781917
55,32,30,0.08027026309287025,84.49403416021457
55,32,50,0.015985635282688378,17.247496796416005
55,32,75,0.10621181633597844,81.67935593485734
55,32,100,0.10069803466236335,93.36510044576492
55,32,150,0.02932921805329263,12.864916816680388
55,32,200,0.049226228523650724,49.460685230700946
55,64,30,0.09599873396504806,28.07226777295676
55,64,50,0.05000609643612221,46.87716363739063
55,64,75,0.11021578406594286,57.808562603815936
55,64,100,0.08553684649681216,24.90150678898535
55,64,150,0.10606965654955716,57.25284629923204
55,64,200,0.05161527326766425,26.71087569694825
55,128,30,0.14985548512968402,143.50463339558155
55,128,50,0.07475490657437982,57.30350093532396
55,128,75,0.07869734341160084,83.81217387324727
55,128,100,0.07721462925072403,50.224409773138525
55,128,150,0.0884378651159341,74.13518456940686
55,128,200,0.03929915996814026,17.41680232222907
