N,batch_size,epochs,mse,mape
43,8,30,0.03276241317598663,32.4855535465284
43,8,50,0.02779554847317319,10.178014337379105
43,8,75,0.10852598293008857,105.42245004784073
43,8,100,0.029167939255699465,19.26222534840563
43,8,150,0.03745747196253928,42.228410983838636
43,8,200,0.13554642809419942,128.45766139164297
43,16,30,0.05225233167710673,39.72011084872814
43,16,50,0.08863546286037374,71.64438691933344
43,16,75,0.04465641540450871,36.78297208417008
43,16,100,0.01921251606953436,14.599828744831411
43,16,150,0.04477806380118314,39.85880143620236
43,16,200,0.03223944390508597,25.09315329507827
43,32,30,0.146482965956617,133.802222503972
43,32,50,0.11803679680215018,112.94822624244978
43,32,75,0.04580204771240878,41.91005645205264
43,32,100,0.026811987112284108,28.5551540776576
43,32,150,0.01972816450444154,22.45922423522944
43,32,200,0.04500908706315187,19.827062371321123
43,64,30,0.045898996121947956,42.3419902298886
43,64,50,0.03560108643665674,34.88268846035899
43,64,75,0.03459258813705451,37.216865378525796
43,64,100,0.05685814834399334,54.963485724033546
43,64,150,0.07056111815415206,35.49670672963412
43,64,200,0.14967206582128698,123.02508816373401
43,128,30,0.04983648099170668,41.27618906985257
43,128,50,0.019573084395208943,23.487698559016113
43,128,75,0.22227837462472189,175.56138621961017
43,128,100,0.06412141912613739,22.756725093022663
43,128,150,0.033326041409774756,11.302906560150543
43,128,200,0.08609846339042652,75.37972091131859
