N,batch_size,epochs,mse,mape
75,8,30,0.17037297913624988,159.27966608008194
75,8,50,0.05329132863891873,34.94112871749851
75,8,75,0.05114961032283281,38.42738653150668
75,8,100,0.10336107298893307,86.36847079962229
75,8,150,0.12468085515871105,124.54542312560423
75,8,200,0.02250571556164379,28.749614543372605
75,16,30,0.06495602463013063,59.00314143223115
75,16,50,0.0749830636253167,21.227766758069784
75,16,75,0.02073315022012756,19.015318350843007
75,16,100,0.05056828192338108,36.97136304036966
75,16,150,0.0349089479626473,32.67156414858341
75,16,200,0.05688935277602478,24.645990006761338
75,32,30,0.036061464748454695,44.68632379387959
75,32,50,0.03741657539561347,9.900632002957591
75,32,75,0.05267514816053801,61.019385515584865
75,32,100,0.0796770675149577,77.2840986714702
75,32,150,0.03894320177032653,13.316940375024174
75,32,200,0.02943106965315833,13.014182260825152
75,64,30,0.04074158925457394,28.317619321915245
75,64,50,0.0355547950287211,18.065242481758563
75,64,75,0.08617622011299528,79.14851532216838
75,64,100,0.1120777624547746,103.10926499598287
75,64,150,0.09806457015651501,87.37908035357955
75,64,200,0.020117240773686797,9.539292197747613
75,128,30,0.0386563006485366,32.62155404716198
75,128,50,0.07207642595620851,78.99704664421543
75,128,75,0.06757180656426286,65.9737500037825
75,128,100,0.08547247649111558,48.11336819061104
75,128,150,0.045925453573609415,35.31778708838282
75,128,200,0.03696248208742575,38.952528981818325
