N,batch_size,epochs,mse,mape
65,8,30,0.127228049977593,117.51859305223435
65,8,50,0.12895306889093416,111.07533846291709
65,8,75,0.18662717397554582,208.39362711961087
65,8,100,0.04495348416656925,17.70456326454841
65,8,150,0.034964983345127515,44.49028756572581
65,8,200,0.0918540209687851,109.64839434497793
65,16,30,0.05759737780429168,54.87423121360494
65,16,50,0.14670719177668579,123.27878771001512
65,16,75,0.06770107535234646,38.852797813872215
65,16,100,0.030079839874921417,15.474724128530385
65,16,150,0.02658341248143599,27.966224223377367
65,16,200,0.20688846748518105,263.0975537378665
65,32,30,0.03509412990949577,39.919457600551624
65,32,50,0.04598887172212264,21.408120020352673
65,32,75,0.03693974602779961,34.69764871512963
65,32,100,0.04767972690908212,49.44259926882174
65,32,150,0.04970866050546672,42.8853435184859
65,32,200,0.09580200798236523,101.98028305925048
65,64,30,0.04067892959438742,42.883915959474045
65,64,50,0.11527757249193257,53.88102247791385
65,64,75,0.0677657524620216,32.480728479280636
65,64,100,0.07568164292755716,37.53196141136631
65,64,150,0.07954328085821631,51.27486408949253
65,64,200,0.07494984229899394,60.547503101081226
65,128,30,0.07223321854338485,75.57921975374947
65,128,50,0.07016029052690796,75.59381700954906
65,128,75,0.04876043803598851,19.876740189694868
65,128,100,0.08035872313268132,75.22373327171618
65,128,150,0.03715806343457183,38.80301926877807
65,128,200,0.05680585941039985,55.412658232418025
