N,batch_size,epochs,mse,mape
41,8,30,0.051615224786182114,13.749660994605383
41,8,50,0.10846109095670547,83.09374902607402
41,8,75,0.05587633761036532,54.11467396788947
41,8,100,0.12754250455515162,143.0613662365656
41,8,150,0.036926926772283715,20.41975640463953
41,8,200,0.0808732911342851,88.39183978725589
41,16,30,0.04720947910500562,46.36249047412011
41,16,50,0.03750403109808336,15.544420435120887
41,16,75,0.03640693249741068,20.232315171904883
41,16,100,0.04466377923645058,42.436104159757356
41,16,150,0.09433877439604697,84.41391808264122
41,16,200,0.05109684109509313,42.45235768952902
41,32,30,0.06493381592295078,65.08226761873644
41,32,50,0.04213761844185695,30.45455973297178
41,32,75,0.03967056173312225,32.15400589226892
41,32,100,0.05781312477629233,28.443104541911694
41,32,150,0.14329342314921414,109.90300773595214
41,32,200,0.04978597324866334,41.984281851296885
41,64,30,0.0471404656604665,55.40127358272724
41,64,50,0.09372271967636223,34.826096545379336
41,64,75,0.24168708526114357,111.22170409751513
41,64,100,0.04978456392075622,35.89983261219569
41,64,150,0.10251382011387605,42.023907785785696
41,64,200,0.23744476663339192,201.79329696197433
41,128,30,0.10718766411604598,98.69412799278123
41,128,50,0.05677022584673795,43.911810175282135
41,128,75,0.032907387677896395,12.944267864885859
41,128,100,0.05349924957853673,38.47229676753322
41,128,150,0.044902323644712534,45.37263348094168
41,128,200,0.05970939015628944,40.05170799132415
