N,batch_size,epochs,mse,mape
50,8,30,0.1494807599481929,130.22926500097506
50,8,50,0.09131366333317648,55.36251414368919
50,8,75,0.09106059126811948,74.40223911952647
50,8,100,0.03143428106446176,32.61877517279972
50,8,150,0.08539220952520006,89.8512978490837
50,8,200,0.19459367382026463,194.52562502014027
50,16,30,0.09842891053784826,78.26814930614458
50,16,50,0.029878946999210818,13.490232576563837
50,16,75,0.06206658154426519,64.14501861772264
50,16,100,0.046217351406359644,14.87532622942274
50,16,150,0.12614797705636663,123.35595800271196
50,16,200,0.05165917485837984,22.398089706871797
50,32,30,0.0847617027129292,80.84888755535171
50,32,50,0.0221356729508877,11.161987818035971
50,32,75,0.14840648770891346,134.22237676174453
50,32,100,0.0835874570480183,71.68203877881695
50,32,150,0.027004032069080884,29.573440305448674
50,32,200,0.05834196630588682,62.998646234063294
50,64,30,0.11434417648991288,88.43976213375605
50,64,50,0.1336074126186529,54.94753135273045
50,64,75,0.03930373905996164,13.266155056671044
50,64,100,0.16837287889906866,135.3470157894101
50,64,150,0.1792368354251881,130.4545195568852
50,64,200,0.06690364718670637,41.26565438753361
50,128,30,0.07382747065501856,72.14975213789938
50,128,50,0.09182948299651178,84.48659833414838
50,128,75,0.15047633975764477,120.25790046391704
50,128,100,0.03256282991728941,33.30780871502429
50,128,150,0.09570854615412945,55.97142921697069
50,128,200,0.0939293518832484,59.591575296152634
