N,batch_size,epochs,mse,mape
16,8,30,0.0887677467413209,27.991546051429296
16,8,50,0.05177705444044426,39.19496592421778
16,8,75,0.00922069349945615,3.663647083677979
16,8,100,0.24458548571332978,221.20203561828674
16,8,150,0.09627599893554158,79.54261942979947
16,8,200,0.1704170742162138,156.00655192888365
16,16,30,0.08262794640158627,64.41898507598755
16,16,50,0.11301802440717615,86.84796703904128
16,16,75,0.1347977090206494,116.2532022467762
16,16,100,0.0138027187976156,16.099216241626735
16,16,150,0.02688602698768847,15.657691880681574
16,16,200,0.1316995294493006,115.4725709201733
16,32,30,0.1283177728134936,111.06063699994577
16,32,50,0.0558661563289265,37.340504130057695
16,32,75,0.06368194172453341,37.5961940832712
16,32,100,0.09120374646436952,24.875691768533287
16,32,150,0.034467786496356345,25.94355704921469
16,32,200,0.0717071414153679,53.10597908412002
16,64,30,0.1859942016033498,151.65064620838996
16,64,50,0.0642071130945914,36.85596365929562
16,64,75,0.04644485066077922,23.771475660470852
16,64,100,0.04481578444739569,41.16392457244662
16,64,150,0.037435598646087385,27.30952809355199
16,64,200,0.04408742408968151,27.061526025082568
16,128,30,0.08607792208463956,28.73438017883109
16,128,50,0.11164225864729607,35.506882638640406
16,128,75,0.0955600188810661,77.01112805646943
16,128,100,0.03218410143725805,14.865412661910154
16,128,150,0.05703076585435976,23.35785333103152
16,128,200,0.10683188934077661,74.60577979781469
