N,batch_size,epochs,mse,mape
47,8,30,0.05242851123937336,53.36687873130761
47,8,50,0.14394732850064704,133.5739188512642
47,8,75,0.0721503359485046,64.48400011650666
47,8,100,0.11583744642064256,95.53866118516859
47,8,150,0.03368590700848493,42.37058632054388
47,8,200,0.17134421916081283,163.5141443998768
47,16,30,0.045151950124803775,41.570317726872084
47,16,50,0.1419287593377904,121.64081024962753
47,16,75,0.025261476025274218,18.314499486654125
47,16,100,0.09212343142374735,71.39633912309048
47,16,150,0.20449137245872642,229.1709440537197
47,16,200,0.018719292878810627,18.773473385491986
47,32,30,0.055527592539643816,34.30067668417864
47,32,50,0.05841302861531447,32.164869274136436
47,32,75,0.03911072228128691,46.20580283385659
47,32,100,0.13405934073355744,125.92263503553902
47,32,150,0.06056364796431096,54.49344550295743
47,32,200,0.11993155369317528,113.54927387529932
47,64,30,0.042661366549993855,33.752276401268894
47,64,50,0.05140357782434985,26.369582647286165
47,64,75,0.038340938393272524,34.44214579146133
47,64,100,0.04220237597855796,47.0889922091188
47,64,150,0.09361400377175776,56.42552006433318
47,64,200,0.06678441314433409,59.989959520570245
47,128,30,0.13602940254532392,130.22119662109725
47,128,50,0.10079111854854078,100.90859489889597
47,128,75,0.06412982813413187,46.98545712386247
47,128,100,0.030333158717724313,26.18854401593083
47,128,150,0.023591171990092995,16.929457718374056
47,128,200,0.09963375418100111,85.96499531835016
