N,batch_size,epochs,mse,mape
24,8,30,0.17276012565357077,144.63161506834646
24,8,50,0.14184205888658985,117.6027519134945
24,8,75,0.05130240959285866,16.67566714409112
24,8,100,0.10327511534955106,93.0473057970259
24,8,150,0.0827773892064921,74.78445165110227
24,8,200,0.13544824666896957,126.09856213146857
24,16,30,0.08355382642884847,70.66521572235412
24,16,50,0.0727400227105295,42.733066863112086
24,16,75,0.030907561433619682,25.559845665626852
24,16,100,0.11979038695558442,102.11556715146179
24,16,150,0.16066110216301063,151.7122715429864
24,16,200,0.10189729243664798,82.62083826600637
24,32,30,0.04760102101350647,43.93700830950712
24,32,50,0.14159638219264267,116.8112171355919
24,32,75,0.05220980201774546,46.66511478383253
24,32,100,0.05856435709229033,55.40273579018519
24,32,150,0.08734442801901768,79.90658781691634
24,32,200,0.07788096498178336,60.51145421301286
24,64,30,0.16580790211047838,129.59522864411136
24,64,50,0.10433280644192254,96.65697368897146
24,64,75,0.13257125936682465,115.89595147494154
24,64,100,0.05103830405953422,49.52437638090565
24,64,150,0.14468654406688,97.12230520299295
24,64,200,0.028018360789519147,16.94689286816017
24,128,30,0.08182323497452439,77.24216807233945
24,128,50,0.049289874704112925,50.69339880013898
24,128,75,0.09650155886213521,55.79268330242178
24,128,100,0.13923644588452758,111.06058057342187
24,128,150,0.03565026609911639,7.905909997166409
24,128,200,0.037119924162940576,25.184625521221065
