N,batch_size,epochs,mse,mape
54,8,30,0.06578809666345019,34.2327332078632
54,8,50,0.03242393767438979,19.970153339338598
54,8,75,0.11073637539277356,113.47072950231461
54,8,100,0.3441648120359084,405.9595102270418
54,8,150,0.08918133787617419,93.81514328837454
54,8,200,0.05350658440297477,64.38495615355544
54,16,30,0.11005185166112474,112.99723103426975
54,16,50,0.07255836887231364,46.1774748485673
54,16,75,0.1317749281887673,112.45421377401945
54,16,100,0.05898864480439521,46.49363821741147
54,16,150,0.08338291315005397,72.86659212264654
54,16,200,0.04555832430712122,49.65436592607497
54,32,30,0.13182085749756767,121.35064749553155
54,32,50,0.07653314214550541,31.544280248844135
54,32,75,0.024394202221071918,25.718468096758368
54,32,100,0.014155223573257146,11.505116447493359
54,32,150,0.05938422450235783,48.668817360904235
54,32,200,0.012835153463707559,11.931168824530989
54,64,30,0.0747228432806589,46.66531963601114
54,64,50,0.05831756323618005,65.44400988042425
54,64,75,0.02136802819219482,8.829679915046057
54,64,100,0.02194797166309432,26.409019478211203
54,64,150,0.06082159968758529,52.27565105661311
54,64,200,0.0318850925334834,9.10689941968726
54,128,30,0.2207495594531151,203.3908556601852
54,128,50,0.11252066505234821,110.99812954788003
54,128,75,0.03519323719094386,43.545562894914724
54,128,100,0.06585508395736288,24.009320085682333
54,128,150,0.07605871300692667,44.48541565707952
54,128,200,0.09223742467777922,77.62009943521522
