N,batch_size,epochs,mse,mape
49,8,30,0.12341539839990306,114.54624711831313
49,8,50,0.013925155512729347,8.122767742096974
49,8,75,0.01639494517453184,16.17500252007732
49,8,100,0.025907888147821724,7.457333563113157
49,8,150,0.08869975923881686,88.72658125811097
49,8,200,0.0208852741687066,19.125715256379344
49,16,30,0.0292902696382679,11.668316464945423
49,16,50,0.046097628228084456,32.918196835376655
49,16,75,0.05832474326133977,48.57056821880622
49,16,100,0.08773636109105158,88.30291056168294
49,16,150,0.06893581783197344,64.57130774494118
49,16,200,0.037198837941652886,23.20666763088878
49,32,30,0.03212796090566585,11.725826169221733
49,32,50,0.1351748602372285,122.74134441871838
49,32,75,0.09440120929193133,66.51788317945586
49,32,100,0.03040897224439414,13.810863937217524
49,32,150,0.05065767686187098,51.14391132642946
49,32,200,0.038139946877717115,24.65312324240709
49,64,30,0.09256348657065697,92.23514253377041
49,64,50,0.06642708863430417,70.27147877045992
49,64,75,0.02312088178687216,12.05915231206193
49,64,100,0.074313150056541,23.537544959312985
49,64,150,0.05136997201201304,41.71978668433575
49,64,200,0.021463293807616492,23.855717443288125
49,128,30,0.07661161155890334,78.16516910637519
49,128,50,0.12865265294207032,102.91124040528197
49,128,75,0.10988318304818957,90.35464385053635
49,128,100,0.06734029269532332,63.59704118118793
49,128,150,0.06761113172672678,39.18139357532018
49,128,200,0.029100324413412003,11.466411616680698
