N,batch_size,epochs,mse,mape
70,8,30,0.11193541270046783,95.06204791226236
70,8,50,0.10348322126392193,97.6252407495973
70,8,75,0.07762824485597158,65.02144029018439
70,8,100,0.06460697123781806,48.158916995317014
70,8,150,0.08125170297804188,75.11250518401773
70,8,200,0.04916357421330946,63.23171646264749
70,16,30,0.0411152908634736,49.96634677547892
70,16,50,0.08471972663376813,57.52914254077379
70,16,75,0.06826893494589495,61.06070017968012
70,16,100,0.08716321769192274,63.795447342740964
70,16,150,0.03059154043683348,25.860338066821665
70,16,200,0.028559508236816727,10.563398695358808
70,32,30,0.06581271073544377,58.368997776293696
70,32,50,0.025007585453771682,11.172140248151573
70,32,75,0.03965068751454864,38.71459400340596
70,32,100,0.013233981188545135,9.335658529307981
70,32,150,0.013700456713505706,15.296010487400538
70,32,200,0.11360782455798833,99.33314527195294
70,64,30,0.11299106628711084,76.76039259893822
70,64,50,0.08041397076098038,75.0321778994246
70,64,75,0.05909285797377345,53.60620517861858
70,64,100,0.06935956611887634,34.741198144617904
70,64,150,0.041333688197141186,12.494316534233626
70,64,200,0.0969644162616635,70.89236795820285
70,128,30,0.15268148912455207,150.30241422907937
70,128,50,0.1045646342756738,78.08043050243748
70,128,75,0.056347056540634335,23.998890730434578
70,128,100,0.12298536411108871,105.16956223074952
70,128,150,0.06343098474140811,31.47597306837419
70,128,200,0.141627821272891,140.09928828989848
